"lg" "pos1" "pos2" "ks"
19 2964606 2971963 0.1524
19 2979083 2984737 0.1216
19 3089843 3097504 0.3112
19 3108408 3114404 0.1818
19 4352925 4360035 0.1522
19 4372506 4378788 0.1027
19 4372506 4378788 0.3187
19 4625247 4628452 0.2099
19 4800938 4810644 0.3621
19 5234537 5263312 0.2222
19 5400324 5458809 0.2142
19 5819632 5865968 0.3297
19 6003905 6009158 0.1918
19 6183509 6191972 0.1582
19 6242361 6247553 0.2341
19 6242361 6247553 0.1611
19 6261268 6266460 3.7051
19 6555452 6559243 0.1646
19 6555452 6559243 0.1482
19 6848563 6852358 0.1915
19 6921327 6924109 0.0668
19 6928286 6932269 0.1593
19 7282809 7291237 0.12
19 7374591 7382394 0.1103
19 7391153 7393804 0.2273
19 7504978 7513587 0.2506
19 7580596 7597632 0.2131
19 7600648 7605874 0.5033
19 7654842 7656135 0.2692
19 7672986 7681248 0.1974
19 7721859 7723667 0.0954
19 7825248 7841880 0.2643
19 8017636 8020713 0.1263
19 8051632 8056492 0.4018
19 8174515 8181627 0.2558
19 8185564 8191063 0.1918
19 8457411 8459993 0.1916
19 8512308 8519905 0.1189
19 8747219 8759886 0.1099
19 8796392 8812071 0.192
19 8837368 8845492 0.1286
19 8855280 8863611 0.1917
19 8873691 8883814 0.208
19 8978568 8980207 0.2704
19 9481044 9498771 0.1774
19 9517063 9518962 0.3051
19 9607677 9637807 0.3653
19 10640525 10650421 0.1164
19 11180868 11191250 0.1049
19 11314522 11321227 0.1287
19 11357214 11372283 0.1639
19 11394729 11472962 0.13
19 11517961 11572275 0.1651
19 11737187 11741282 0
19 11757945 11763783 0.3354
19 11945509 11955675 0.5358
19 12097592 12103187 0.1337
19 12127399 12137182 3.1271
19 12408710 12416287 0.1658
19 13227769 13239445 0.2767
19 13263289 13269974 0.0974
19 13287163 13291582 0.0645
19 13757826 13762731 0.233
19 13764439 13771397 0.1909
19 14054023 14076705 0.0916
19 15000177 15007782 0.1453
19 15047037 15049709 0.22
19 15110439 15111429 0.2164
19 15111528 15129934 0.3271
19 15111528 15129934 0.2806
19 15117393 15127008 0.2303
19 15132156 15141744 0.1283
19 15155801 15161691 0.0823
19 15712132 15718077 0.2413
19 15723556 15727395 0.217
19 15731482 15746320 0.3156
19 15731482 15746320 0.309
19 16652222 16655887 0.1423
19 16666627 16669474 0.1515
19 16678191 16695164 0.1647
19 17528553 17534230 0.1982
19 17783540 17802972 1.5956
19 17834900 17838111 0.15
19 18634336 18638892 0.2024
19 18829581 18834592 0.1673
19 19516813 19526482 0.0662
19 19536249 19549862 0.2387
19 19552799 19558281 0.4766
19 19825554 19898011 0.1133
19 19940088 19949398 0.2041
19 19940088 19949398 0.1963
19 19982723 20002630 0.1707
19 20117286 20148868 0.1264
20 122265 126381 0.5521
20 419141 420760 0.1781
20 568369 573452 0.1274
20 629982 640598 0.2712
20 748110 750601 0.0979
20 754242 755023 0.1629
20 759236 760746 0.3008
20 762707 763550 0.9751
20 819864 824313 0.1506
20 1337880 1342818 0.0897
20 1344206 1355167 0.0468
20 1344206 1355167 0.0851
20 1458490 1460558 0.0762
20 1816042 1845968 0.1579
20 2073452 2081405 0.1768
20 2166609 2198955 0.1002
20 2199731 2204520 0.4042
20 2388119 2403978 0.1077
20 2553613 2579371 0.2081
20 2553613 2579371 0.0885
20 2589138 2594554 0.1721
20 2879791 2889333 0.2318
20 3265741 3273201 0.0526
20 3265741 3273201 0.1321
20 3528046 3544218 0.1721
20 3852599 3874950 0.1958
20 3999224 4049483 0.1227
20 4979148 4984892 0.0894
20 5115718 5118798 0.1909
20 5178644 5187010 0.294
20 5267357 5288282 0.1915
20 5362441 5375095 0.1595
20 5566021 5567034 0.3087
20 5602022 5606254 0.2589
20 5602022 5606254 0.0977
20 5668131 5691885 99
20 5696334 5703744 0.1177
20 5705002 5746913 0.1753
20 6912058 7072757 0.1399
20 7879606 7881037 0.2843
20 7885799 7891148 0.1264
20 8131363 8132271 0.2118
20 8145747 8158974 0.1882
20 8295078 8298941 0.1115
20 8915611 8916936 0.1988
20 8918291 8920012 0.208
20 8962606 8987449 0.1779
20 9202774 9208102 0.1457
20 9276661 9289490 0.1579
20 9297024 9303386 0.1342
20 9574479 9579171 0.1824
20 9627694 9632504 0.1526
20 9701652 9707437 0.1768
20 9814090 9816826 0.2806
20 9839418 9844087 0.1499
20 9887313 9892535 0.0661
20 9997333 10003135 NA
20 10080770 10083701 3.1466
20 10261386 10266895 0.085
20 10285002 10288820 0.0916
20 10543951 10546944 0.1165
20 10623780 10631946 0.2376
20 10651895 10660367 0.1955
20 10845416 10853328 0.1458
20 10864560 10876110 0.1482
20 11079417 11090132 0.1493
20 11262761 11265310 0.1212
20 11267261 11268450 0.1227
20 11268489 11284958 0.0965
20 11327480 11338816 0.2493
20 11384921 11393263 0.1186
20 11436663 11443266 0.3672
20 11492506 11500941 0.1222
20 11516936 11525446 0.0645
20 11526901 11530777 0.079
20 11581081 11589204 0.138
20 11592251 11605712 0.1521
20 11607545 11615807 0.0804
20 11607545 11615807 0.1602
20 11617676 11621478 0.2833
20 11641197 11645956 0.1899
20 11706006 11715744 0.1522
20 11722590 11726280 0.0736
20 11781413 11785564 0.1912
20 11928573 11932004 0.2888
20 11932237 11936397 0.1481
20 12120567 12123079 0.1812
20 12298843 12326454 0.2036
20 12327779 12330195 0.0056
20 12353295 12370630 0.1149
20 12353295 12370630 0.1408
20 12398370 12403235 0.119
20 12418040 12420081 0.0663
20 12418040 12420081 0.1362
20 12514612 12517550 0.1101
20 12578998 12584703 0.1912
20 12620832 12630510 0.1821
20 12620832 12630510 0.1256
20 12669788 12677898 0.1775
20 12903114 12907157 0.1588
20 12920832 12923373 1.3435
20 13363769 13368689 0.2872
20 13626490 13629746 0.137
20 14449322 14453349 0.4582
20 14965103 14970216 0.184
20 15507829 15514904 0.1471
20 15623294 15634613 0.0543
20 15642253 15646939 0.2794
20 15976804 15980796 0.2105
20 16307882 16329130 0.2876
20 16926113 16927065 0.202
20 16933533 16934003 0.2199
20 16944557 16951877 0.0353
20 17788444 17794023 0.2652
20 18040170 18052073 0.2966
20 18096960 18103666 0.1695
20 19015297 19023823 0.1686
21 795606 806190 3.2782
21 1887426 1894755 0.1813
21 1913768 1917133 0.199
21 2060331 2061963 0.0646
21 2152810 2178889 0.1474
21 3074470 3082081 0.1257
21 3093922 3100842 0.2205
21 3864931 3870038 0.1907
21 4578617 4586998 0.0789
21 4917563 4971561 0.0343
21 5563933 5565402 0.2698
21 5566443 5569736 0.1616
21 5653839 5689259 0.1121
21 5734019 5738065 0.2127
21 5734019 5738065 0.1711
21 5895782 5903328 0.2177
21 5980270 5988791 0.1639
21 5998568 6008658 0.1531
21 6013666 6017677 0.0766
21 6175595 6182961 0.2706
21 6289750 6291376 0
21 6579026 6642145 0.1817
21 6658948 6662180 0.1706
21 6903787 6909004 0.3868
21 7564026 7564669 0.1693
21 7589962 7592505 0.1614
21 7593074 7598419 0.0973
21 7605441 7613959 0.1726
21 7637346 7667969 0.074
21 7736424 7743329 0.1968
21 7897113 7908066 0.1151
21 7998529 8004383 0.1469
21 8263488 8269613 0.2462
21 8365368 8367504 0.0457
21 8675482 8684814 0.2299
21 8684952 8697445 0.1645
21 8925778 8930097 0.2961
21 9382886 9387516 0.2382
21 9461934 9465952 2.7743
21 9621052 9623783 0.3627
21 10006211 10011276 0.1321
21 10052192 10054687 0.3827
21 10089384 10096687 0.0717
21 10158030 10160349 0.0893
21 10348403 10354103 0.4084
21 10877380 10881590 0.3416
21 11006245 11014630 0.3925
21 11058258 11061418 0.2877
21 11402391 11413955 0.2376
21 11494158 11496788 0.1069
21 11688413 11693239 0.3918
