"lg" "pos1" "pos2" "ensembl_gene_id"
1 18162959 18165583 "ENSGACG00000013461"
11 13050299 13054571 "ENSGACG00000013462"
13 16423554 16426950 "ENSGACG00000013463"
1 18190265 18191104 "ENSGACG00000013464"
19 17834900 17838111 "ENSGACG00000013465"
1 18202269 18211098 "ENSGACG00000013467"
3 1507581 1511710 "ENSGACG00000013468"
13 16430781 16434705 "ENSGACG00000013469"
20 16251960 16257880 "ENSGACG00000013470"
18 15765094 15768562 "ENSGACG00000013471"
11 13059902 13087747 "ENSGACG00000013472"
19 17841961 17893244 "ENSGACG00000013473"
1 18222614 18246262 "ENSGACG00000013476"
13 16435448 16438971 "ENSGACG00000013477"
19 17896031 17900731 "ENSGACG00000013480"
3 1513354 1514586 "ENSGACG00000013481"
1 18256028 18272665 "ENSGACG00000013482"
19 17904911 17907535 "ENSGACG00000013483"
3 1517985 1529008 "ENSGACG00000013485"
1 18319233 18344607 "ENSGACG00000013486"
19 17924595 17931695 "ENSGACG00000013487"
11 13112136 13116786 "ENSGACG00000013488"
19 17952296 17953750 "ENSGACG00000013489"
11 13136959 13149935 "ENSGACG00000013490"
13 16441468 16442549 "ENSGACG00000013491"
3 1536538 1543454 "ENSGACG00000013492"
19 18006741 18011063 "ENSGACG00000013493"
1 18354700 18360611 "ENSGACG00000013494"
18 15770772 15773631 "ENSGACG00000013495"
1 18366942 18373977 "ENSGACG00000013496"
8 17410537 17414374 "ENSGACG00000013497"
18 15773590 15776151 "ENSGACG00000013498"
19 18012813 18022131 "ENSGACG00000013499"
18 15778844 15782265 "ENSGACG00000013500"
20 16263524 16271404 "ENSGACG00000013501"
18 15784528 15789988 "ENSGACG00000013502"
20 16295857 16300154 "ENSGACG00000013504"
8 17416110 17425446 "ENSGACG00000013505"
11 13157415 13172421 "ENSGACG00000013506"
20 16301482 16304737 "ENSGACG00000013507"
11 13191712 13198885 "ENSGACG00000013508"
1 18381599 18387921 "ENSGACG00000013509"
3 1558226 1560099 "ENSGACG00000013510"
20 16307882 16329130 "ENSGACG00000013511"
8 17428171 17433402 "ENSGACG00000013513"
11 13200164 13205101 "ENSGACG00000013514"
11 13205992 13239117 "ENSGACG00000013515"
20 16341342 16352118 "ENSGACG00000013516"
19 18023897 18029821 "ENSGACG00000013517"
3 1559961 1575139 "ENSGACG00000013518"
18 15791783 15796633 "ENSGACG00000013521"
13 16501400 16523402 "ENSGACG00000013522"
3 1578911 1598618 "ENSGACG00000013523"
1 18392058 18423914 "ENSGACG00000013524"
19 18032151 18032915 "ENSGACG00000013525"
11 13264596 13268044 "ENSGACG00000013526"
3 1584858 1598818 "ENSGACG00000013527"
19 18038082 18045819 "ENSGACG00000013528"
11 13273176 13279635 "ENSGACG00000013529"
18 15800515 15805626 "ENSGACG00000013530"
13 16530944 16545495 "ENSGACG00000013531"
8 17438399 17443824 "ENSGACG00000013532"
3 1601834 1608377 "ENSGACG00000013533"
13 16549828 16573025 "ENSGACG00000013534"
8 17443903 17450759 "ENSGACG00000013535"
18 15806838 15815241 "ENSGACG00000013536"
8 17456886 17459393 "ENSGACG00000013537"
19 18116107 18159803 "ENSGACG00000013538"
1 18427135 18428284 "ENSGACG00000013539"
1 18441588 18479552 "ENSGACG00000013540"
8 17462589 17464437 "ENSGACG00000013541"
8 17468885 17472470 "ENSGACG00000013542"
13 16581893 16594757 "ENSGACG00000013543"
19 18179318 18193385 "ENSGACG00000013544"
18 15820423 15820995 "ENSGACG00000013545"
18 15825271 15830242 "ENSGACG00000013546"
19 18241389 18260016 "ENSGACG00000013547"
13 16599570 16604809 "ENSGACG00000013548"
18 15835716 15837143 "ENSGACG00000013549"
18 15849000 15875865 "ENSGACG00000013550"
1 18485274 18493729 "ENSGACG00000013551"
19 18279323 18287365 "ENSGACG00000013552"
11 13281580 13283810 "ENSGACG00000013553"
18 15882692 15897387 "ENSGACG00000013554"
11 13284111 13289431 "ENSGACG00000013555"
1 18501183 18506137 "ENSGACG00000013556"
20 16353246 16355047 "ENSGACG00000013557"
1 18508123 18537196 "ENSGACG00000013558"
18 15900028 15902124 "ENSGACG00000013559"
13 16605504 16626190 "ENSGACG00000013560"
20 16356064 16357352 "ENSGACG00000013561"
18 15904898 15916758 "ENSGACG00000013562"
20 16360140 16361533 "ENSGACG00000013563"
19 18286218 18297557 "ENSGACG00000013564"
1 18569315 18583747 "ENSGACG00000013565"
20 16369610 16376240 "ENSGACG00000013566"
18 15932948 15936267 "ENSGACG00000013567"
20 16499903 16543926 "ENSGACG00000013568"
18 15943021 15943865 "ENSGACG00000013569"
11 13293451 13296507 "ENSGACG00000013570"
18 15949869 15966907 "ENSGACG00000013571"
20 16544028 16589942 "ENSGACG00000013572"
11 13299458 13302397 "ENSGACG00000013573"
20 16639000 16651905 "ENSGACG00000013574"
1 18603469 18610367 "ENSGACG00000013575"
11 13303297 13312575 "ENSGACG00000013576"
18 15972450 15974095 "ENSGACG00000013577"
18 15974541 15976178 "ENSGACG00000013578"
19 18304067 18317658 "ENSGACG00000013579"
18 15977284 15978929 "ENSGACG00000013580"
20 16655402 16660311 "ENSGACG00000013581"
8 17473831 17479713 "ENSGACG00000013582"
11 13317271 13317908 "ENSGACG00000013583"
11 13319790 13324108 "ENSGACG00000013584"
18 15980213 15981802 "ENSGACG00000013585"
1 18620444 18879930 "ENSGACG00000013586"
8 17484815 17491902 "ENSGACG00000013587"
18 15987059 15988881 "ENSGACG00000013588"
11 13328197 13328430 "ENSGACG00000013589"
18 15998716 16007440 "ENSGACG00000013590"
11 13330361 13333371 "ENSGACG00000013591"
8 17545859 17553567 "ENSGACG00000013592"
13 16637321 16645064 "ENSGACG00000013593"
3 1616717 1623145 "ENSGACG00000013594"
13 16645839 16651528 "ENSGACG00000013595"
19 18420493 18421478 "ENSGACG00000013596"
20 16696786 16698135 "ENSGACG00000013597"
19 18461047 18461796 "ENSGACG00000013598"
8 17563883 17574811 "ENSGACG00000013599"
19 18470715 18482526 "ENSGACG00000013600"
20 16726948 16742753 "ENSGACG00000013601"
11 13334851 13339038 "ENSGACG00000013602"
3 1625074 1628723 "ENSGACG00000013603"
1 19014979 19017050 "ENSGACG00000013604"
1 19052997 19058782 "ENSGACG00000013605"
13 16652790 16659502 "ENSGACG00000013606"
20 16794651 16855746 "ENSGACG00000013607"
11 13339477 13343349 "ENSGACG00000013608"
13 16687978 16706979 "ENSGACG00000013609"
1 19178650 19180421 "ENSGACG00000013610"
19 18485565 18487222 "ENSGACG00000013611"
1 19297008 19297526 "ENSGACG00000013612"
8 17576048 17577132 "ENSGACG00000013613"
1 19488019 19498872 "ENSGACG00000013614"
13 16711728 16719267 "ENSGACG00000013615"
20 16880946 16882652 "ENSGACG00000013616"
19 18488096 18493162 "ENSGACG00000013617"
8 17587367 17588960 "ENSGACG00000013618"
1 19518329 19523773 "ENSGACG00000013619"
20 16897731 16925413 "ENSGACG00000013620"
3 1630711 1634932 "ENSGACG00000013621"
11 13344520 13347288 "ENSGACG00000013622"
19 18554402 18588912 "ENSGACG00000013623"
18 16010561 16010947 "ENSGACG00000013624"
11 13347881 13349295 "ENSGACG00000013625"
3 1636266 1639447 "ENSGACG00000013626"
18 16014622 16035554 "ENSGACG00000013627"
11 13357719 13360353 "ENSGACG00000013628"
8 17661358 17672599 "ENSGACG00000013629"
19 18631860 18634118 "ENSGACG00000013630"
19 18634336 18638892 "ENSGACG00000013631"
8 17675990 17677217 "ENSGACG00000013632"
1 19545312 19555426 "ENSGACG00000013633"
11 13361290 13364230 "ENSGACG00000013634"
13 16729000 16743078 "ENSGACG00000013635"
8 17679353 17685427 "ENSGACG00000013636"
18 16039446 16058389 "ENSGACG00000013637"
3 1640895 1643703 "ENSGACG00000013638"
20 16926113 16927065 "ENSGACG00000013639"
11 13368253 13371517 "ENSGACG00000013640"
1 19560309 19576350 "ENSGACG00000013641"
13 16746940 16749896 "ENSGACG00000013642"
19 18658542 18680497 "ENSGACG00000013643"
8 17682877 17683696 "ENSGACG00000013644"
8 17689313 17692898 "ENSGACG00000013645"
19 18682251 18683210 "ENSGACG00000013646"
8 17702912 17707872 "ENSGACG00000013647"
19 18713908 18718209 "ENSGACG00000013648"
13 16750595 16753361 "ENSGACG00000013649"
20 16927362 16930591 "ENSGACG00000013650"
1 19581479 19591703 "ENSGACG00000013651"
13 16756157 16772040 "ENSGACG00000013652"
20 16933533 16934003 "ENSGACG00000013653"
18 16059786 16062473 "ENSGACG00000013654"
19 18720443 18734755 "ENSGACG00000013655"
20 16941429 16942391 "ENSGACG00000013656"
20 16944557 16951877 "ENSGACG00000013657"
8 17707434 17717807 "ENSGACG00000013658"
13 16775253 16782436 "ENSGACG00000013659"
13 16785895 16805194 "ENSGACG00000013660"
13 16807061 16810728 "ENSGACG00000013661"
3 1646630 1651055 "ENSGACG00000013662"
1 19598761 19625911 "ENSGACG00000013663"
18 16063696 16068597 "ENSGACG00000013664"
13 16828443 16830611 "ENSGACG00000013665"
3 1651826 1658273 "ENSGACG00000013666"
1 19630729 19638360 "ENSGACG00000013667"
20 16956945 16961115 "ENSGACG00000013668"
13 16833471 16840533 "ENSGACG00000013669"
19 18735225 18738669 "ENSGACG00000013670"
18 16070194 16077811 "ENSGACG00000013671"
11 13374193 13380043 "ENSGACG00000013672"
11 13383346 13391547 "ENSGACG00000013673"
18 16079846 16084740 "ENSGACG00000013674"
20 16963682 16964806 "ENSGACG00000013675"
20 16965623 16968010 "ENSGACG00000013676"
13 16842384 16848624 "ENSGACG00000013677"
20 16973994 16974952 "ENSGACG00000013678"
20 17156269 17157396 "ENSGACG00000013679"
20 17180263 17181806 "ENSGACG00000013680"
8 17718520 17721151 "ENSGACG00000013681"
1 19641380 19732071 "ENSGACG00000013682"
19 18742141 18746094 "ENSGACG00000013683"
13 16851909 16852863 "ENSGACG00000013684"
20 17185827 17211835 "ENSGACG00000013685"
13 16859109 16868330 "ENSGACG00000013686"
19 18747194 18750200 "ENSGACG00000013687"
11 13394565 13408568 "ENSGACG00000013688"
1 19754526 19779359 "ENSGACG00000013689"
13 16871385 16887881 "ENSGACG00000013690"
20 17223600 17228134 "ENSGACG00000013691"
20 17253823 17260310 "ENSGACG00000013692"
19 18753892 18762910 "ENSGACG00000013693"
11 13410946 13415428 "ENSGACG00000013694"
19 18764501 18767347 "ENSGACG00000013695"
13 16891181 16914564 "ENSGACG00000013696"
8 17722171 17726372 "ENSGACG00000013697"
18 16088024 16107362 "ENSGACG00000013698"
13 16986204 17083036 "ENSGACG00000013699"
1 19755805 19756583 "ENSGACG00000013700"
1 19812109 19819985 "ENSGACG00000013701"
8 17727495 17746199 "ENSGACG00000013702"
1 19897417 19919880 "ENSGACG00000013703"
13 17233563 17244198 "ENSGACG00000013704"
19 18768929 18772449 "ENSGACG00000013705"
3 1652723 1653751 "ENSGACG00000013706"
1 19928314 19929597 "ENSGACG00000013707"
3 1661866 1678091 "ENSGACG00000013708"
1 19955143 19959403 "ENSGACG00000013709"
1 19964369 19967809 "ENSGACG00000013710"
13 17246314 17248143 "ENSGACG00000013711"
1 19969807 19974985 "ENSGACG00000013712"
18 16111446 16113330 "ENSGACG00000013713"
19 18804888 18811634 "ENSGACG00000013714"
13 17249694 17262209 "ENSGACG00000013715"
18 16117812 16123246 "ENSGACG00000013716"
20 17260812 17262376 "ENSGACG00000013717"
20 17262950 17264747 "ENSGACG00000013718"
3 1686892 1688959 "ENSGACG00000013719"
19 18812579 18814920 "ENSGACG00000013720"
3 1690582 1696077 "ENSGACG00000013721"
20 17266425 17277138 "ENSGACG00000013722"
11 13416467 13420111 "ENSGACG00000013723"
19 18819140 18825480 "ENSGACG00000013724"
1 19975904 19978237 "ENSGACG00000013725"
11 13421555 13422436 "ENSGACG00000013726"
11 13425523 13427983 "ENSGACG00000013727"
1 19979177 19981249 "ENSGACG00000013728"
8 17753698 17760795 "ENSGACG00000013729"
1 19993992 20006809 "ENSGACG00000013730"
19 18829581 18834592 "ENSGACG00000013731"
3 1714387 1718906 "ENSGACG00000013732"
1 20034067 20040380 "ENSGACG00000013733"
13 17264937 17266559 "ENSGACG00000013734"
13 17266284 17270313 "ENSGACG00000013735"
3 1726222 1728540 "ENSGACG00000013736"
20 17284737 17296628 "ENSGACG00000013737"
1 20040923 20041906 "ENSGACG00000013738"
3 1769089 1770342 "ENSGACG00000013739"
20 17301258 17305011 "ENSGACG00000013740"
11 13429341 13440412 "ENSGACG00000013741"
1 20042715 20044834 "ENSGACG00000013742"
3 1852860 1900173 "ENSGACG00000013743"
8 17762827 17768426 "ENSGACG00000013744"
20 17324278 17335923 "ENSGACG00000013745"
1 20045431 20049670 "ENSGACG00000013746"
13 17271490 17274726 "ENSGACG00000013747"
8 17774434 17794092 "ENSGACG00000013748"
20 17338047 17344510 "ENSGACG00000013749"
3 1926879 1948283 "ENSGACG00000013750"
20 17346855 17347389 "ENSGACG00000013751"
20 17377617 17387185 "ENSGACG00000013752"
8 17806141 17821136 "ENSGACG00000013753"
13 17276555 17283034 "ENSGACG00000013754"
3 1963544 1964162 "ENSGACG00000013755"
18 16127252 16128545 "ENSGACG00000013756"
13 17287251 17291300 "ENSGACG00000013757"
3 1965059 1968183 "ENSGACG00000013758"
18 16151167 16153692 "ENSGACG00000013759"
11 13444048 13445427 "ENSGACG00000013760"
18 16158526 16168711 "ENSGACG00000013761"
11 13483375 13490622 "ENSGACG00000013762"
19 18837519 18844210 "ENSGACG00000013763"
8 17825606 17837021 "ENSGACG00000013764"
13 17294549 17298050 "ENSGACG00000013765"
11 13491672 13493265 "ENSGACG00000013766"
13 17300297 17307635 "ENSGACG00000013767"
19 18860234 18868449 "ENSGACG00000013768"
18 16170572 16176437 "ENSGACG00000013769"
11 13495817 13498365 "ENSGACG00000013770"
8 17843764 17864043 "ENSGACG00000013771"
19 18874562 18878283 "ENSGACG00000013772"
11 13499946 13504761 "ENSGACG00000013773"
20 17393067 17397766 "ENSGACG00000013774"
19 18901520 18916227 "ENSGACG00000013775"
8 17922958 17927708 "ENSGACG00000013776"
3 1970047 1975782 "ENSGACG00000013777"
1 20052093 20057111 "ENSGACG00000013778"
19 18943143 18971273 "ENSGACG00000013779"
18 16178159 16180615 "ENSGACG00000013780"
18 16184831 16186795 "ENSGACG00000013781"
18 16190239 16196307 "ENSGACG00000013782"
13 17309260 17312376 "ENSGACG00000013783"
19 18973913 18976322 "ENSGACG00000013784"
18 16198087 16204837 "ENSGACG00000013785"
8 17945332 17947437 "ENSGACG00000013786"
11 13506470 13516007 "ENSGACG00000013787"
19 18976351 18989989 "ENSGACG00000013788"
13 17312620 17315785 "ENSGACG00000013789"
8 17948616 17952518 "ENSGACG00000013790"
18 16209762 16213711 "ENSGACG00000013791"
20 17401110 17402638 "ENSGACG00000013792"
13 17319364 17325641 "ENSGACG00000013793"
19 18999625 19007902 "ENSGACG00000013794"
20 17405352 17410375 "ENSGACG00000013795"
19 19050868 19131210 "ENSGACG00000013796"
18 16221373 16231521 "ENSGACG00000013797"
20 17416189 17417151 "ENSGACG00000013798"
18 16236022 16248333 "ENSGACG00000013799"
3 2022222 2045048 "ENSGACG00000013800"
19 19449615 19466023 "ENSGACG00000013801"
20 17529405 17558044 "ENSGACG00000013802"
13 17328859 17335770 "ENSGACG00000013803"
8 17952511 17972559 "ENSGACG00000013804"
19 19471620 19475150 "ENSGACG00000013805"
13 17338064 17340704 "ENSGACG00000013806"
18 16250748 16251899 "ENSGACG00000013807"
18 16256992 16269416 "ENSGACG00000013808"
3 2055661 2079252 "ENSGACG00000013809"
13 17341763 17350174 "ENSGACG00000013810"
1 20057321 20063416 "ENSGACG00000013811"
19 19484670 19488900 "ENSGACG00000013812"
18 16270472 16277635 "ENSGACG00000013813"
3 2091954 2097163 "ENSGACG00000013814"
1 20067344 20070336 "ENSGACG00000013815"
19 19494283 19500339 "ENSGACG00000013816"
1 20075159 20084895 "ENSGACG00000013817"
11 13517054 13523523 "ENSGACG00000013818"
13 17358480 17369171 "ENSGACG00000013819"
19 19516813 19526482 "ENSGACG00000013820"
1 20095231 20137403 "ENSGACG00000013821"
3 2098910 2102380 "ENSGACG00000013822"
13 17378975 17381577 "ENSGACG00000013823"
8 17973600 17980827 "ENSGACG00000013824"
11 13554864 13565422 "ENSGACG00000013825"
13 17388723 17392804 "ENSGACG00000013826"
19 19527602 19533330 "ENSGACG00000013827"
11 13568757 13573986 "ENSGACG00000013828"
3 2106489 2110927 "ENSGACG00000013829"
19 19536249 19549862 "ENSGACG00000013830"
1 20139946 20147736 "ENSGACG00000013831"
3 2114207 2121278 "ENSGACG00000013832"
8 17981544 17986425 "ENSGACG00000013833"
8 17986490 17999166 "ENSGACG00000013834"
3 2123321 2125079 "ENSGACG00000013835"
8 18001999 18006009 "ENSGACG00000013836"
3 2126225 2128883 "ENSGACG00000013837"
8 18010071 18014089 "ENSGACG00000013838"
11 13579541 13590694 "ENSGACG00000013839"
3 2130944 2132187 "ENSGACG00000013840"
3 2136579 2142105 "ENSGACG00000013841"
3 2145732 2147683 "ENSGACG00000013842"
13 17393747 17397221 "ENSGACG00000013843"
8 18017523 18022035 "ENSGACG00000013844"
19 19552799 19558281 "ENSGACG00000013845"
3 2152790 2154924 "ENSGACG00000013846"
8 18022859 18026118 "ENSGACG00000013847"
1 20161038 20166961 "ENSGACG00000013848"
3 2158123 2160012 "ENSGACG00000013849"
19 19560220 19562018 "ENSGACG00000013850"
13 17400861 17403371 "ENSGACG00000013851"
3 2160098 2162816 "ENSGACG00000013852"
11 13599032 13621582 "ENSGACG00000013853"
19 19574771 19576833 "ENSGACG00000013854"
3 2170360 2180898 "ENSGACG00000013855"
19 19584180 19592454 "ENSGACG00000013856"
8 18026356 18029302 "ENSGACG00000013857"
19 19599780 19602358 "ENSGACG00000013858"
20 17700261 17704760 "ENSGACG00000013859"
8 18030248 18033564 "ENSGACG00000013860"
3 2183866 2187604 "ENSGACG00000013861"
19 19606429 19628340 "ENSGACG00000013862"
20 17706245 17708332 "ENSGACG00000013863"
11 13632262 13636639 "ENSGACG00000013864"
13 17404677 17408492 "ENSGACG00000013865"
20 17717428 17731718 "ENSGACG00000013866"
1 20168495 20203699 "ENSGACG00000013867"
8 18033544 18037929 "ENSGACG00000013868"
11 13640461 13641149 "ENSGACG00000013869"
13 17410645 17412880 "ENSGACG00000013870"
11 13642596 13643293 "ENSGACG00000013871"
13 17412982 17416867 "ENSGACG00000013872"
11 13644467 13645155 "ENSGACG00000013873"
13 17421768 17424812 "ENSGACG00000013874"
20 17733365 17740379 "ENSGACG00000013875"
11 13646453 13647149 "ENSGACG00000013876"
1 20205970 20208253 "ENSGACG00000013877"
20 17744041 17746112 "ENSGACG00000013878"
13 17427541 17430821 "ENSGACG00000013879"
11 13649883 13650298 "ENSGACG00000013880"
3 2188049 2189461 "ENSGACG00000013881"
11 13651607 13652304 "ENSGACG00000013882"
19 19632903 19633580 "ENSGACG00000013883"
1 20209974 20218623 "ENSGACG00000013884"
20 17745970 17746494 "ENSGACG00000013885"
19 19640858 19642905 "ENSGACG00000013886"
20 17747448 17755167 "ENSGACG00000013887"
3 2190329 2193881 "ENSGACG00000013888"
11 13653435 13654112 "ENSGACG00000013889"
13 17432509 17436491 "ENSGACG00000013890"
11 13655329 13656035 "ENSGACG00000013891"
8 18039839 18045142 "ENSGACG00000013892"
20 17758480 17764271 "ENSGACG00000013893"
19 19643688 19644442 "ENSGACG00000013894"
11 13659406 13660115 "ENSGACG00000013895"
19 19648021 19656661 "ENSGACG00000013896"
20 17767422 17771126 "ENSGACG00000013897"
13 17437664 17442146 "ENSGACG00000013898"
19 19659023 19663321 "ENSGACG00000013899"
3 2197146 2224845 "ENSGACG00000013900"
1 20223227 20244542 "ENSGACG00000013901"
11 13661206 13661964 "ENSGACG00000013902"
20 17771330 17773843 "ENSGACG00000013903"
13 17446664 17448343 "ENSGACG00000013904"
13 17465408 17466387 "ENSGACG00000013905"
19 19663631 19669346 "ENSGACG00000013906"
13 17476294 17482386 "ENSGACG00000013907"
1 20231819 20232915 "ENSGACG00000013908"
20 17775021 17777816 "ENSGACG00000013909"
1 20233382 20240114 "ENSGACG00000013910"
8 18047641 18053061 "ENSGACG00000013911"
3 2235826 2255825 "ENSGACG00000013912"
19 19673537 19673848 "ENSGACG00000013913"
1 20246525 20285914 "ENSGACG00000013914"
19 19677897 19678511 "ENSGACG00000013915"
19 19679935 19680312 "ENSGACG00000013916"
13 17487802 17492454 "ENSGACG00000013917"
11 13662623 13663375 "ENSGACG00000013918"
19 19688278 19688589 "ENSGACG00000013919"
19 19732093 19732503 "ENSGACG00000013920"
13 17503172 17509876 "ENSGACG00000013921"
1 20419903 20443357 "ENSGACG00000013923"
19 19737902 19738279 "ENSGACG00000013924"
20 17779843 17782571 "ENSGACG00000013925"
2 10305 97507 "ENSGACG00000013926"
19 19738747 19739313 "ENSGACG00000013927"
19 19746933 19747319 "ENSGACG00000013928"
3 2257208 2273436 "ENSGACG00000013929"
11 13664653 13673520 "ENSGACG00000013930"
19 19748754 19752112 "ENSGACG00000013931"
20 17783601 17786970 "ENSGACG00000013932"
1 20491288 20509048 "ENSGACG00000013933"
1 20572457 20573443 "ENSGACG00000013934"
1 20584818 20596751 "ENSGACG00000013935"
19 19752462 19752773 "ENSGACG00000013936"
13 17523217 17528268 "ENSGACG00000013937"
2 133721 149417 "ENSGACG00000013938"
19 19756843 19765118 "ENSGACG00000013939"
3 2276332 2281743 "ENSGACG00000013940"
1 20602952 20606237 "ENSGACG00000013941"
3 2300345 2332420 "ENSGACG00000013942"
3 2351398 2375649 "ENSGACG00000013943"
3 2417581 2439942 "ENSGACG00000013944"
11 13673847 13675503 "ENSGACG00000013945"
2 160762 192945 "ENSGACG00000013947"
11 13694769 13701920 "ENSGACG00000013948"
8 18055602 18058537 "ENSGACG00000013949"
8 18062542 18064434 "ENSGACG00000013950"
3 2492450 2573137 "ENSGACG00000013951"
1 20605741 20608909 "ENSGACG00000013952"
20 17788444 17794023 "ENSGACG00000013953"
8 18065763 18067309 "ENSGACG00000013954"
20 17795907 17797750 "ENSGACG00000013955"
20 17802481 17827009 "ENSGACG00000013956"
11 13702853 13703781 "ENSGACG00000013957"
20 17871973 17884143 "ENSGACG00000013958"
2 197614 208944 "ENSGACG00000013959"
11 13707222 13712557 "ENSGACG00000013960"
1 20619109 20637396 "ENSGACG00000013961"
13 17528811 17531763 "ENSGACG00000013962"
19 19768602 19771693 "ENSGACG00000013963"
13 17534285 17535409 "ENSGACG00000013964"
19 19777430 19786506 "ENSGACG00000013965"
8 18074741 18084731 "ENSGACG00000013966"
20 17890675 17891476 "ENSGACG00000013967"
20 17924376 17930453 "ENSGACG00000013968"
11 13714739 13717460 "ENSGACG00000013969"
1 20640584 20644716 "ENSGACG00000013970"
8 18136393 18144327 "ENSGACG00000013971"
19 19791125 19811303 "ENSGACG00000013972"
13 17562120 17593351 "ENSGACG00000013973"
2 208404 212181 "ENSGACG00000013974"
1 20645156 20648034 "ENSGACG00000013975"
1 20650243 20664694 "ENSGACG00000013976"
8 18160785 18167767 "ENSGACG00000013977"
11 13718829 13720097 "ENSGACG00000013978"
19 19824800 19825432 "ENSGACG00000013979"
1 20677350 20685753 "ENSGACG00000013980"
19 19825554 19898011 "ENSGACG00000013981"
2 220883 226103 "ENSGACG00000013982"
13 17595848 17599575 "ENSGACG00000013983"
11 13720527 13721620 "ENSGACG00000013984"
1 20690078 20692220 "ENSGACG00000013985"
2 251899 277349 "ENSGACG00000013986"
13 17604108 17621610 "ENSGACG00000013987"
11 13726297 13732972 "ENSGACG00000013988"
1 20696731 20717429 "ENSGACG00000013989"
8 18184425 18197819 "ENSGACG00000013990"
11 13753116 13763273 "ENSGACG00000013991"
13 17629131 17647354 "ENSGACG00000013992"
11 13771948 13774024 "ENSGACG00000013993"
19 19918702 19927155 "ENSGACG00000013994"
11 13791065 13792072 "ENSGACG00000013995"
19 19940088 19949398 "ENSGACG00000013996"
8 18199306 18200765 "ENSGACG00000013997"
20 17932357 17933453 "ENSGACG00000013998"
1 20717715 20732805 "ENSGACG00000013999"
20 17934094 17937074 "ENSGACG00000014000"
11 13798321 13799453 "ENSGACG00000014001"
8 18201928 18205258 "ENSGACG00000014002"
13 17673489 17678091 "ENSGACG00000014003"
11 13807820 13808821 "ENSGACG00000014004"
11 13835578 13850785 "ENSGACG00000014005"
8 18207815 18218851 "ENSGACG00000014006"
13 17704841 17747886 "ENSGACG00000014007"
3 2685454 2702281 "ENSGACG00000014008"
20 17937881 17945441 "ENSGACG00000014009"
11 13861286 13869600 "ENSGACG00000014010"
8 18219971 18222707 "ENSGACG00000014011"
20 17954669 17961533 "ENSGACG00000014012"
1 20734644 20740864 "ENSGACG00000014013"
1 20742013 20745030 "ENSGACG00000014014"
20 17987600 17999153 "ENSGACG00000014015"
19 19957769 19958098 "ENSGACG00000014016"
3 2709729 2726302 "ENSGACG00000014017"
19 19958471 19962964 "ENSGACG00000014018"
8 18225253 18245355 "ENSGACG00000014019"
11 13892399 13903776 "ENSGACG00000014020"
11 14069378 14072989 "ENSGACG00000014021"
19 19964448 19964819 "ENSGACG00000014022"
20 18012706 18020504 "ENSGACG00000014023"
11 14074421 14080004 "ENSGACG00000014024"
19 19982723 20002630 "ENSGACG00000014025"
8 18246706 18247395 "ENSGACG00000014026"
20 18029868 18033225 "ENSGACG00000014027"
3 2739957 2745271 "ENSGACG00000014028"
8 18251919 18252572 "ENSGACG00000014029"
8 18263035 18273876 "ENSGACG00000014030"
1 20745440 20751111 "ENSGACG00000014031"
3 2756952 2758757 "ENSGACG00000014032"
11 14081591 14086410 "ENSGACG00000014033"
19 20013496 20021773 "ENSGACG00000014034"
3 2759755 2763123 "ENSGACG00000014035"
20 18040170 18052073 "ENSGACG00000014036"
11 14087094 14087866 "ENSGACG00000014037"
11 14088247 14095745 "ENSGACG00000014038"
13 17748385 17750909 "ENSGACG00000014039"
8 18275004 18275726 "ENSGACG00000014040"
20 18059823 18090957 "ENSGACG00000014041"
8 18278428 18287904 "ENSGACG00000014042"
3 2763222 2766437 "ENSGACG00000014043"
20 18096960 18103666 "ENSGACG00000014044"
11 14099825 14101757 "ENSGACG00000014045"
8 18289027 18293253 "ENSGACG00000014046"
11 14117957 14128483 "ENSGACG00000014047"
13 17751281 17752628 "ENSGACG00000014048"
3 2766972 2775825 "ENSGACG00000014049"
1 20754740 20776982 "ENSGACG00000014050"
8 18294935 18296072 "ENSGACG00000014051"
8 18296645 18300055 "ENSGACG00000014052"
1 20793942 20794313 "ENSGACG00000014053"
1 20820542 20824484 "ENSGACG00000014054"
11 14134704 14138005 "ENSGACG00000014055"
13 17756781 17759279 "ENSGACG00000014056"
11 14164745 14167839 "ENSGACG00000014057"
13 17761622 17765627 "ENSGACG00000014058"
20 18116336 18116831 "ENSGACG00000014059"
3 2803366 2804512 "ENSGACG00000014060"
20 18119448 18150454 "ENSGACG00000014061"
8 18300659 18306461 "ENSGACG00000014062"
3 2804820 2817037 "ENSGACG00000014063"
13 17900190 17901847 "ENSGACG00000014064"
13 18001291 18014581 "ENSGACG00000014065"
2 288668 324575 "ENSGACG00000014066"
13 18026663 18027910 "ENSGACG00000014067"
19 20021871 20025299 "ENSGACG00000014068"
3 2823753 2834039 "ENSGACG00000014069"
13 18041398 18053259 "ENSGACG00000014070"
8 18308693 18321323 "ENSGACG00000014071"
19 20031814 20034510 "ENSGACG00000014072"
13 18076604 18087798 "ENSGACG00000014073"
1 20829916 20836884 "ENSGACG00000014074"
3 2838104 2840095 "ENSGACG00000014075"
3 2849935 2852980 "ENSGACG00000014076"
1 20839285 20841300 "ENSGACG00000014077"
20 18152290 18154973 "ENSGACG00000014078"
11 14175003 14175812 "ENSGACG00000014079"
13 18089261 18093813 "ENSGACG00000014080"
