"lg" "pos1" "pos2" "ld_r2_atl"
"22363" 11 10320000 10329999 0.23822822
"22364" 11 10330000 10339999 0.254826224
"22365" 11 10340000 10349999 0.223067938
"22366" 11 10350000 10359999 0.247764819
"22367" 11 10360000 10369999 0.241422422
"22368" 11 10370000 10379999 0.198671612
"22369" 11 10380000 10389999 0.271678948
"22370" 11 10390000 10399999 0.286366636
"22371" 11 10400000 10409999 0.265295166
"22372" 11 10410000 10419999 0.242469932
"22373" 11 10420000 10429999 0.333153815
"22374" 11 10430000 10439999 0.18686369
"22375" 11 10440000 10449999 0.239195321
"22376" 11 10450000 10459999 0.219873572
"22377" 11 10460000 10469999 0.265758029
"22378" 11 10470000 10479999 0.234701052
"22379" 11 10480000 10489999 0.340825489
"22380" 11 10490000 10499999 0.219473499
"22381" 11 10500000 10509999 0.246967321
"22382" 11 10510000 10519999 0.255274883
"22383" 11 10520000 10529999 0.227682859
"22384" 11 10530000 10539999 0.221025825
"22385" 11 10540000 10549999 0.224266589
"22386" 11 10550000 10559999 0.248232634
"22387" 11 10560000 10569999 0.310799452
"22388" 11 10570000 10579999 0.223631999
"22389" 11 10580000 10589999 0.188539865
"22390" 11 10590000 10599999 0.193396288
"22391" 11 10600000 10609999 0.227136532
"22392" 11 10610000 10619999 0.240196977
"22393" 11 10620000 10629999 0.262482704
"22394" 11 10630000 10639999 0.252919989
"22395" 11 10640000 10649999 0.301860747
"22396" 11 10650000 10659999 0.265670071
"22397" 11 10660000 10669999 0.293320952
"22398" 11 10670000 10679999 0.286095404
"22399" 11 10680000 10689999 0.273336308
"22400" 11 10690000 10699999 0.222812814
"22401" 11 10700000 10709999 0.243974862
"22402" 11 10710000 10719999 0.258553891
"22403" 11 10720000 10729999 0.228732462
"22404" 11 10730000 10739999 0.207498128
"22405" 11 10740000 10749999 0.243658032
"22406" 11 10750000 10759999 0.255098731
"22407" 11 10760000 10769999 0.210008757
"22408" 11 10770000 10779999 0.217319413
"22409" 11 10780000 10789999 0.20429597
"22410" 11 10790000 10799999 0.232112395
"22411" 11 10800000 10809999 0.2076098
"22412" 11 10810000 10819999 0.217699856
"22413" 11 10820000 10829999 0.219911976
"22414" 11 10830000 10839999 0.227209595
"22415" 11 10840000 10849999 0.202615427
"22416" 11 10850000 10859999 0.25944845
"22417" 11 10860000 10869999 0.31691971
"22418" 11 10870000 10879999 0.228864356
"22419" 11 10880000 10889999 0.214933481
"22420" 11 10890000 10899999 0.28755108
"22421" 11 10900000 10909999 0.326657252
"22422" 11 10910000 10919999 0.229739498
"22423" 11 10920000 10929999 0.31033483
"22424" 11 10930000 10939999 0.235245612
"22425" 11 10940000 10949999 0.204660984
"22426" 11 10950000 10959999 0.221290125
"22427" 11 10960000 10969999 0.284706101
"22428" 11 10970000 10979999 0.201835257
"22429" 11 10980000 10989999 0.276072375
"22430" 11 10990000 10999999 0.243410789
"22431" 11 1.1e+07 11009999 0.19258455
"22432" 11 11010000 11019999 0.237567997
"22433" 11 11020000 11029999 0.290544419
"22434" 11 11030000 11039999 0.194514602
"22435" 11 11040000 11049999 0.191667841
"22436" 11 11050000 11059999 0.219094155
"22437" 11 11060000 11069999 0.179745925
"22438" 11 11070000 11079999 0.172761397
"22439" 11 11080000 11089999 0.197925154
"22440" 11 11090000 11099999 0.199768146
"22441" 11 11100000 11109999 0.218076723
"22442" 11 11110000 11119999 0.262091263
"22443" 11 11120000 11129999 0.283628277
"22444" 11 11130000 11139999 0.22982042
"22445" 11 11140000 11149999 0.284188531
"22446" 11 11150000 11159999 0.195058818
"22447" 11 11160000 11169999 0.195403507
"22448" 11 11170000 11179999 0.183249163
"22449" 11 11180000 11189999 0.20986657
"22450" 11 11190000 11199999 0.364129185
"22451" 11 11200000 11209999 0.270849971
"22452" 11 11210000 11219999 0.227923095
"22453" 11 11220000 11229999 0.274135387
"22454" 11 11230000 11239999 0.271565648
"22455" 11 11240000 11249999 0.246325698
"22456" 11 11250000 11259999 0.262670723
"22457" 11 11260000 11269999 0.34240523
"22458" 11 11270000 11279999 0.184753571
"22459" 11 11280000 11289999 0.201165666
"22460" 11 11290000 11299999 0.189280128
"22461" 11 11300000 11309999 0.208697434
"22462" 11 11310000 11319999 0.238040546
"22463" 11 11320000 11329999 0.246500537
"22464" 11 11330000 11339999 0.24375616
"22465" 11 11340000 11349999 0.232201427
"22466" 11 11350000 11359999 0.276710024
"22467" 11 11360000 11369999 0.322787341
"22468" 11 11370000 11379999 0.306258035
"22469" 11 11380000 11389999 0.521578285
"22470" 11 11390000 11399999 0.479516663
"22471" 11 11400000 11409999 0.281679647
"22472" 11 11410000 11419999 0.322383466
"22473" 11 11420000 11429999 0.184854691
"22474" 11 11430000 11439999 0.225915344
"22475" 11 11440000 11449999 0.266796449
"22476" 11 11450000 11459999 0.323589527
"22477" 11 11460000 11469999 0.253293613
"22478" 11 11470000 11479999 0.223792652
"22479" 11 11480000 11489999 0.205975337
"22480" 11 11490000 11499999 0.225380134
"22481" 11 11500000 11509999 0.244000523
"22482" 11 11510000 11519999 0.286885716
"22483" 11 11520000 11529999 0.360055625
"22484" 11 11530000 11539999 0.335389231
"22485" 11 11540000 11549999 0.299680523
"22486" 11 11550000 11559999 0.208694358
"22487" 11 11560000 11569999 0.244316622
"22488" 11 11570000 11579999 0.316239876
"22489" 11 11580000 11589999 0.210202936
"22490" 11 11590000 11599999 0.205594202
"22491" 11 11600000 11609999 0.262040549
"22492" 11 11610000 11619999 0.230689263
"22493" 11 11620000 11629999 0.229039197
"22494" 11 11630000 11639999 0.170598233
"22495" 11 11640000 11649999 0.220261814
"22496" 11 11650000 11659999 0.333793381
"22497" 11 11660000 11669999 0.259495247
"22498" 11 11670000 11679999 0.259274315
"22499" 11 11680000 11689999 0.222829751
"22500" 11 11690000 11699999 0.191999949
"22501" 11 11700000 11709999 0.201686846
"22502" 11 11710000 11719999 0.245229696
"22503" 11 11720000 11729999 0.199624245
"22504" 11 11730000 11739999 0.235739888
"22505" 11 11740000 11749999 0.526811471
"22506" 11 11750000 11759999 0.55883527
"22507" 11 11760000 11769999 0.463327776
"22508" 11 11770000 11779999 0.2922914
"22509" 11 11780000 11789999 0.347440262
"22510" 11 11790000 11799999 0.390466164
"22511" 11 11800000 11809999 0.261430027
"22512" 11 11810000 11819999 0.311019274
"22513" 11 11820000 11829999 0.391126657
"22514" 11 11830000 11839999 0.249884904
"22515" 11 11840000 11849999 0.212002536
"22516" 11 11850000 11859999 0.228512619
"22517" 11 11860000 11869999 0.232859117
"22518" 11 11870000 11879999 0.196823892
"22519" 11 11880000 11889999 0.189057895
"22520" 11 11890000 11899999 0.211779795
"22521" 11 11900000 11909999 0.199325021
"22522" 11 11910000 11919999 0.209175366
"22523" 11 11920000 11929999 0.253947765
"22524" 11 11930000 11939999 0.235415524
"22525" 11 11940000 11949999 0.296415525
"22526" 11 11950000 11959999 0.221579922
"22527" 11 11960000 11969999 0.26331386
"22528" 11 11970000 11979999 0.187407715
"22529" 11 11980000 11989999 0.205621916
"22530" 11 11990000 11999999 0.210260171
"22531" 11 1.2e+07 12009999 0.24477301
"22532" 11 12010000 12019999 0.289369616
"22533" 11 12020000 12029999 0.212259568
"22534" 11 12030000 12039999 0.209771632
"22535" 11 12040000 12049999 0.219768779
"22536" 11 12050000 12059999 0.221965742
"22537" 11 12060000 12069999 0.394322944
"22538" 11 12070000 12079999 0.454606702
"22539" 11 12080000 12089999 0.28042896
"22540" 11 12090000 12099999 0.26227258
"22541" 11 12100000 12109999 0.237631361
"22542" 11 12110000 12119999 0.209443632
"22543" 11 12120000 12129999 0.196489979
"22544" 11 12130000 12139999 0.227275721
"22545" 11 12140000 12149999 0.272489093
"22546" 11 12150000 12159999 0.229848681
"22547" 11 12160000 12169999 0.269170259
"22548" 11 12170000 12179999 0.23931581
"22549" 11 12180000 12189999 0.25081577
"22550" 11 12190000 12199999 0.227636793
"22551" 11 12200000 12209999 0.334531925
"22552" 11 12210000 12219999 0.292593809
"22553" 11 12220000 12229999 0.216109606
"22554" 11 12230000 12239999 0.221096073
"22555" 11 12240000 12249999 0.247892012
"22556" 11 12250000 12259999 0.206302909
"22557" 11 12260000 12269999 0.21721883
"22558" 11 12270000 12279999 0.236163972
"22559" 11 12280000 12289999 0.258902263
"22560" 11 12290000 12299999 0.236394511
"22561" 11 12300000 12309999 0.343514762
"22562" 11 12310000 12319999 0.543091718
"22563" 11 12320000 12329999 0.483612787
"22564" 11 12330000 12339999 0.320030201
"22565" 11 12340000 12349999 0.326774924
"22566" 11 12350000 12359999 0.517233878
"22567" 11 12360000 12369999 0.393568742
"22568" 11 12370000 12379999 0.387686162
"22569" 11 12380000 12389999 0.342586208
"22570" 11 12390000 12399999 0.373776686
"22571" 11 12400000 12409999 0.640441813
"22572" 11 12410000 12419999 0.48283215
"22573" 11 12420000 12429999 0.513166614
"22574" 11 12430000 12439999 0.385824766
"22575" 11 12440000 12449999 0.383465484
"22576" 11 12450000 12459999 0.517097396
"22577" 11 12460000 12469999 0.515714841
"22578" 11 12470000 12479999 0.48500883
"22579" 11 12480000 12489999 0.278522388
"22580" 11 12490000 12499999 0.205383142
"22581" 11 12500000 12509999 0.188703521
"22582" 11 12510000 12519999 0.222188109
"22583" 11 12520000 12529999 0.246636788
"22584" 11 12530000 12539999 0.213499877
"22585" 11 12540000 12549999 0.211093392
"22586" 11 12550000 12559999 0.268329878
"22587" 11 12560000 12569999 0.256254758
"22588" 11 12570000 12579999 0.252135562
"22589" 11 12580000 12589999 0.217474905
"22590" 11 12590000 12599999 0.213763627
"22591" 11 12600000 12609999 0.215445007
"22592" 11 12610000 12619999 0.160821894
"22593" 11 12620000 12629999 0.230029983
"22594" 11 12630000 12639999 0.212640949
"22595" 11 12640000 12649999 0.195388641
"22596" 11 12650000 12659999 0.26790264
"22597" 11 12660000 12669999 0.219517279
"22598" 11 12670000 12679999 0.269955539
"22599" 11 12680000 12689999 0.339264221
"22600" 11 12690000 12699999 0.39814007
"22601" 11 12700000 12709999 0.202638078
"22602" 11 12710000 12719999 0.230235982
"22603" 11 12720000 12729999 0.284010418
"22604" 11 12730000 12739999 0.207337921
"22605" 11 12740000 12749999 0.207859626
"22606" 11 12750000 12759999 0.232586055
"22607" 11 12760000 12769999 0.22238915
"22608" 11 12770000 12779999 0.2086519
"22609" 11 12780000 12789999 0.238503673
"22610" 11 12790000 12799999 0.21794659
"22611" 11 12800000 12809999 0.214425668
"22612" 11 12810000 12819999 0.256706335
"22613" 11 12820000 12829999 0.216846384
"22614" 11 12830000 12839999 0.247811277
"22615" 11 12840000 12849999 0.220896735
"22616" 11 12850000 12859999 0.222745334
"22617" 11 12860000 12869999 0.179756435
"22618" 11 12870000 12879999 0.239464204
"22619" 11 12880000 12889999 0.22960219
"22620" 11 12890000 12899999 0.214305529
"22621" 11 12900000 12909999 0.216082368
"22622" 11 12910000 12919999 0.228277809
"22623" 11 12920000 12929999 0.207606853
"22624" 11 12930000 12939999 0.209194361
"22625" 11 12940000 12949999 0.195878656
"22626" 11 12950000 12959999 0.212859419
"22627" 11 12960000 12969999 0.203484955
"22628" 11 12970000 12979999 0.214336261
"22629" 11 12980000 12989999 0.223797601
"22630" 11 12990000 12999999 0.258225148
"22631" 11 1.3e+07 13009999 0.204343374
"22632" 11 13010000 13019999 0.210519771
"22633" 11 13020000 13029999 0.21079228
"22634" 11 13030000 13039999 0.210418753
"22635" 11 13040000 13049999 0.226665985
"22636" 11 13050000 13059999 0.20967484
"22637" 11 13060000 13069999 0.195017448
"22638" 11 13070000 13079999 0.211220262
"22639" 11 13080000 13089999 0.238726338
"22640" 11 13090000 13099999 0.217148112
"22641" 11 13100000 13109999 0.202985081
"22642" 11 13110000 13119999 0.221752279
"22643" 11 13120000 13129999 0.299386831
"22644" 11 13130000 13139999 0.276448389
"22645" 11 13140000 13149999 0.238994751
"22646" 11 13150000 13159999 0.292591891
"22647" 11 13160000 13169999 0.209370053
"22648" 11 13170000 13179999 0.18186772
"22649" 11 13180000 13189999 0.194150166
"22650" 11 13190000 13199999 0.22525938
"22651" 11 13200000 13209999 0.240494515
"22652" 11 13210000 13219999 0.240267726
"22653" 11 13220000 13229999 0.196829882
"22654" 11 13230000 13239999 0.216399267
"22655" 11 13240000 13249999 0.218854922
"22656" 11 13250000 13259999 0.217389863
"22657" 11 13260000 13269999 0.205389639
"22658" 11 13270000 13279999 0.216699934
"22659" 11 13280000 13289999 0.22882006
"22660" 11 13290000 13299999 0.198154587
"22661" 11 13300000 13309999 0.191829658
"22662" 11 13310000 13319999 0.192425818
"22663" 11 13320000 13329999 0.268100478
"22664" 11 13330000 13339999 0.176990552
"22665" 11 13340000 13349999 0.202634532
"22666" 11 13350000 13359999 0.243297008
"22667" 11 13360000 13369999 0.193887708
"22668" 11 13370000 13379999 0.199157154
"22669" 11 13380000 13389999 0.207492734
"22670" 11 13390000 13399999 0.235184155
"22671" 11 13400000 13409999 0.250791823
"22672" 11 13410000 13419999 0.19149058
"22673" 11 13420000 13429999 0.228027504
"22674" 11 13430000 13439999 0.235341276
"22675" 11 13440000 13449999 0.239212145
"22676" 11 13450000 13459999 0.311343211
"22677" 11 13460000 13469999 0.244374876
"22678" 11 13470000 13479999 0.258241519
"22679" 11 13480000 13489999 0.231259302
"22680" 11 13490000 13499999 0.229766213
"22681" 11 13500000 13509999 0.210656619
"22682" 11 13510000 13519999 0.221677337
"22683" 11 13520000 13529999 0.199804481
"22684" 11 13530000 13539999 0.192905485
"22685" 11 13540000 13549999 0.238700529
"22686" 11 13550000 13559999 0.185638437
"22687" 11 13560000 13569999 0.207291451
"22688" 11 13570000 13579999 0.21434549
"22689" 11 13580000 13589999 0.192804859
"22690" 11 13590000 13599999 0.182935018
"22691" 11 13600000 13609999 0.230192938
"22692" 11 13610000 13619999 0.192636263
"22693" 11 13620000 13629999 0.202259908
"22694" 11 13630000 13639999 0.231308483
"22695" 11 13640000 13649999 0.289371578
"22696" 11 13650000 13659999 0.235867702
"22697" 11 13660000 13669999 0.188728222
"22698" 11 13670000 13679999 0.246511471
"22699" 11 13680000 13689999 0.205885661
"22700" 11 13690000 13699999 0.193757009
"22701" 11 13700000 13709999 0.20118442
"22702" 11 13710000 13719999 0.204706249
"22703" 11 13720000 13729999 0.185675182
"22704" 11 13730000 13739999 0.199044124
"22705" 11 13740000 13749999 0.22071339
"22706" 11 13750000 13759999 0.213478389
"22707" 11 13760000 13769999 0.183806178
"22708" 11 13770000 13779999 0.223161459
"22709" 11 13780000 13789999 0.232290582
"22710" 11 13790000 13799999 0.219790263
"22711" 11 13800000 13809999 0.233802712
"22712" 11 13810000 13819999 0.255157308
"22713" 11 13820000 13829999 0.213241574
"22714" 11 13830000 13839999 0.206152411
"22715" 11 13840000 13849999 0.254801183
"22716" 11 13850000 13859999 0.213559362
"22717" 11 13860000 13869999 0.230269287
"22718" 11 13870000 13879999 0.258004678
"22719" 11 13880000 13889999 0.217347225
"22720" 11 13890000 13899999 0.271160946
"22721" 11 13900000 13909999 0.315537358
"22722" 11 13910000 13919999 0.238246433
"22723" 11 13920000 13929999 0.242018713
"22724" 11 13930000 13939999 0.196980959
"22725" 11 13940000 13949999 0.192680604
"22726" 11 13950000 13959999 0.20685703
"22727" 11 13960000 13969999 0.250285286
"22728" 11 13970000 13979999 0.182527101
"22729" 11 13980000 13989999 0.185290187
"22730" 11 13990000 13999999 0.188483566
"22731" 11 1.4e+07 14009999 0.18581672
"22732" 11 14010000 14019999 0.193944294
"22733" 11 14020000 14029999 0.210548796
"22734" 11 14030000 14039999 0.207301779
"22735" 11 14040000 14049999 0.211057011
"22736" 11 14050000 14059999 0.251975279
"22737" 11 14060000 14069999 0.22872779
"22738" 11 14070000 14079999 0.268213376
"22739" 11 14080000 14089999 0.264925365
"22740" 11 14090000 14099999 0.233568086
"22741" 11 14100000 14109999 0.253935398
"22742" 11 14110000 14119999 0.236589471
"22743" 11 14120000 14129999 0.244908258
"22744" 11 14130000 14139999 0.211783157
"22745" 11 14140000 14149999 0.302311315
"22746" 11 14150000 14159999 0.230816451
"22747" 11 14160000 14169999 0.208427115
"22748" 11 14170000 14179999 0.245325368
"22749" 11 14180000 14189999 0.206831588
"22750" 11 14190000 14199999 0.185655977
"22751" 11 14200000 14209999 0.194804206
"22752" 11 14210000 14219999 0.194641952
"22753" 11 14220000 14229999 0.217860051
"22754" 11 14230000 14239999 0.209900958
"22755" 11 14240000 14249999 0.243209173
"22756" 11 14250000 14259999 0.206670717
"22757" 11 14260000 14269999 0.205089436
"22758" 11 14270000 14279999 0.239361061
"22759" 11 14280000 14289999 0.231640711
"22760" 11 14290000 14299999 0.225757181
"22761" 11 14300000 14309999 0.193447201
"22762" 11 14310000 14319999 0.201556488
"22763" 11 14320000 14329999 0.209648664
"22764" 11 14330000 14339999 0.218814391
"22765" 11 14340000 14349999 0.195972985
"22766" 11 14350000 14359999 0.199221199
"22767" 11 14360000 14369999 0.222961173
"22768" 11 14370000 14379999 0.210644001
"22769" 11 14380000 14389999 0.233766029
"22770" 11 14390000 14399999 0.202266224
"22771" 11 14400000 14409999 0.180618452
"22772" 11 14410000 14419999 0.207404426
"22773" 11 14420000 14429999 0.235112384
"22774" 11 14430000 14439999 0.224752959
"22775" 11 14440000 14449999 0.243583102
"22776" 11 14450000 14459999 0.237125
"22777" 11 14460000 14469999 0.216266756
"22778" 11 14470000 14479999 0.282116168
"22779" 11 14480000 14489999 0.212372158
"22780" 11 14490000 14499999 0.293871118
"22781" 11 14500000 14509999 0.248103968
"22782" 11 14510000 14519999 0.252000044
"22783" 11 14520000 14529999 0.273749555
"22784" 11 14530000 14539999 0.224330141
"22785" 11 14540000 14549999 0.268422005
"22786" 11 14550000 14559999 0.249387868
"22787" 11 14560000 14569999 0.241847131
"22788" 11 14570000 14579999 0.302128772
"22789" 11 14580000 14589999 0.27301143
"22790" 11 14590000 14599999 0.213640921
"22791" 11 14600000 14609999 0.242308952
"22792" 11 14610000 14619999 0.247486007
"22793" 11 14620000 14629999 0.215424284
"22794" 11 14630000 14639999 0.255050645
"22795" 11 14640000 14649999 0.234467388
"22796" 11 14650000 14659999 0.202379843
"22797" 11 14660000 14669999 0.21395299
"22798" 11 14670000 14679999 0.201036926
"22799" 11 14680000 14689999 0.244702218
"22800" 11 14690000 14699999 0.256982814
"22801" 11 14700000 14709999 0.185491922
"22802" 11 14710000 14719999 0.238675269
"22803" 11 14720000 14729999 0.308143587
"22804" 11 14730000 14739999 0.254829152
"22805" 11 14740000 14749999 0.262073577
"22806" 11 14750000 14759999 0.218258719
"22807" 11 14760000 14769999 0.190487489
"22808" 11 14770000 14779999 0.206443848
"22809" 11 14780000 14789999 0.199509293
"22810" 11 14790000 14799999 0.196339717
"22811" 11 14800000 14809999 0.210798194
"22812" 11 14810000 14819999 0.2109388
"22813" 11 14820000 14829999 0.232608253
"22814" 11 14830000 14839999 0.266115352
"22815" 11 14840000 14849999 0.207694328
"22816" 11 14850000 14859999 0.258062758
"22817" 11 14860000 14869999 0.226537107
"22818" 11 14870000 14879999 0.218220176
"22819" 11 14880000 14889999 0.266333727
"22820" 11 14890000 14899999 0.276146878
"22821" 11 14900000 14909999 0.261659977
"22822" 11 14910000 14919999 0.269842799
"22823" 11 14920000 14929999 0.283216237
"22824" 11 14930000 14939999 0.257429566
"22825" 11 14940000 14949999 0.266573506
"22826" 11 14950000 14959999 0.229800701
"22827" 11 14960000 14969999 0.210657743
"22828" 11 14970000 14979999 0.212101356
"22829" 11 14980000 14989999 0.208607179
"22830" 11 14990000 14999999 0.252190089
"22831" 11 1.5e+07 15009999 0.277183128
"22832" 11 15010000 15019999 0.200858889
"22833" 11 15020000 15029999 0.276331162
"22834" 11 15030000 15039999 0.287653931
"22835" 11 15040000 15049999 0.29949217
"22836" 11 15050000 15059999 0.268299988
"22837" 11 15060000 15069999 0.300564889
"22838" 11 15070000 15079999 0.257403528
"22839" 11 15080000 15089999 0.275092655
"22840" 11 15090000 15099999 0.266430533
"22841" 11 15100000 15109999 0.285452669
"22842" 11 15110000 15119999 0.447377217
"22843" 11 15120000 15129999 0.287468851
"22844" 11 15130000 15139999 0.237603227
"22845" 11 15140000 15149999 0.232448459
"22846" 11 15150000 15159999 0.23944446
"22847" 11 15160000 15169999 0.253549609
"22848" 11 15170000 15179999 0.374312493
"22849" 11 15180000 15189999 0.268509237
"22850" 11 15190000 15199999 0.212652035
"22851" 11 15200000 15209999 0.219095204
"22852" 11 15210000 15219999 0.219948557
"22853" 11 15220000 15229999 0.260299913
"22854" 11 15230000 15239999 0.285531492
"22855" 11 15240000 15249999 0.269360743
"22856" 11 15250000 15259999 0.235290005
"22857" 11 15260000 15269999 0.271000243
"22858" 11 15270000 15279999 0.212610608
"22859" 11 15280000 15289999 0.233301062
"22860" 11 15290000 15299999 0.229512169
"22861" 11 15300000 15309999 0.296860107
"22862" 11 15310000 15319999 0.271161412
"22863" 11 15320000 15329999 0.207533367
"22864" 11 15330000 15339999 0.233799001
"22865" 11 15340000 15349999 0.257466705
"22866" 11 15350000 15359999 0.234607716
"22867" 11 15360000 15369999 0.289158908
"22868" 11 15370000 15379999 0.225387892
"22869" 11 15380000 15389999 0.295267486
"22870" 11 15390000 15399999 0.352640435
"22871" 11 15400000 15409999 0.257519384
"22872" 11 15410000 15419999 0.221913079
"22873" 11 15420000 15429999 0.267591876
"22874" 11 15430000 15439999 0.260149593
"22875" 11 15440000 15449999 0.271291531
"22876" 11 15450000 15459999 0.256574384
"22877" 11 15460000 15469999 0.234687265
"22878" 11 15470000 15479999 0.235353039
"22879" 11 15480000 15489999 0.215178764
"22880" 11 15490000 15499999 0.257675998
"22881" 11 15500000 15509999 0.36481258
"22882" 11 15510000 15519999 0.25821424
"22883" 11 15520000 15529999 0.256959232
"22884" 11 15530000 15539999 0.285572592
"22885" 11 15540000 15549999 0.215903355
"22886" 11 15550000 15559999 0.233804768
"22887" 11 15560000 15569999 0.21506702
"22888" 11 15570000 15579999 0.273231496
"22889" 11 15580000 15589999 0.277541394
"22890" 11 15590000 15599999 0.235312593
"22891" 11 15600000 15609999 0.303493513
"22892" 11 15610000 15619999 0.285038324
"22893" 11 15620000 15629999 0.254509761
"22894" 11 15630000 15639999 0.23712862
"22895" 11 15640000 15649999 0.214791758
"22896" 11 15650000 15659999 0.23462886
"22897" 11 15660000 15669999 0.348950869
"22898" 11 15670000 15679999 0.264616368
"22899" 11 15680000 15689999 0.203612374
"22900" 11 15690000 15699999 0.215535881
"22901" 11 15700000 15709999 0.199375033
"22902" 11 15710000 15719999 0.232423809
"22903" 11 15720000 15729999 0.235163454
"22904" 11 15730000 15739999 0.211246105
"22905" 11 15740000 15749999 0.276577973
"22906" 11 15750000 15759999 0.258434616
"22907" 11 15760000 15769999 0.25474361
"22908" 11 15770000 15779999 0.288906957
"22909" 11 15780000 15789999 0.27394644
"22910" 11 15790000 15799999 0.318136222
"22911" 11 15800000 15809999 0.257775489
"22912" 11 15810000 15819999 0.290771302
"22913" 11 15820000 15829999 0.278067463
"22914" 11 15830000 15839999 0.27152437
"22915" 11 15840000 15849999 0.301522448
"22916" 11 15850000 15859999 0.430864256
"22917" 11 15860000 15869999 0.392466568
"22918" 11 15870000 15879999 0.3934665
"22919" 11 15880000 15889999 0.31289103
"22920" 11 15890000 15899999 0.307049516
"22921" 11 15900000 15909999 0.257068197
"22922" 11 15910000 15919999 0.316558958
"22923" 11 15920000 15929999 0.390191574
"22924" 11 15930000 15939999 0.297202669
"22925" 11 15940000 15949999 0.415052894
"22926" 11 15950000 15959999 0.379058537
"22927" 11 15960000 15969999 0.342152046
"22928" 11 15970000 15979999 0.324464376
"22929" 11 15980000 15989999 0.427482275
"22930" 11 15990000 15999999 0.444472734
"22931" 11 1.6e+07 16009999 0.561293338
"22932" 11 16010000 16019999 0.505630721
"22933" 11 16020000 16029999 0.287614504
"22934" 11 16030000 16039999 0.187593327
"22935" 11 16040000 16049999 0.249840666
"22936" 11 16050000 16059999 0.353623425
"22937" 11 16060000 16069999 0.263609324
"22938" 11 16070000 16079999 0.263133697
"22939" 11 16080000 16089999 0.24869997
"22940" 11 16090000 16099999 0.420960307
"22941" 11 16100000 16109999 0.277375982
"22942" 11 16110000 16119999 0.241624253
"22943" 11 16120000 16129999 0.201010888
"22944" 11 16130000 16139999 0.245884076
"22945" 11 16140000 16149999 0.238997804
"22946" 11 16150000 16159999 0.255333781
"22947" 11 16160000 16169999 0.24679252
"22948" 11 16170000 16179999 0.246130216
"22949" 11 16180000 16189999 0.268362569
"22950" 11 16190000 16199999 0.327030967
"22951" 11 16200000 16209999 0.397739056
"22952" 11 16210000 16219999 0.40190837
"22953" 11 16220000 16229999 0.344046216
"22954" 11 16230000 16239999 0.259006328
"22955" 11 16240000 16249999 0.214969093
"22956" 11 16250000 16259999 0.312965886
"22957" 11 16260000 16269999 0.224804943
"22958" 11 16270000 16279999 0.215246737
"22959" 11 16280000 16289999 0.191520363
"22960" 11 16290000 16299999 0.249417841
"22961" 11 16300000 16309999 0.317489937
"22962" 11 16310000 16319999 0.348480938
"22963" 11 16320000 16329999 0.220943291
"22964" 11 16330000 16339999 0.292238356
"22965" 11 16340000 16349999 0.229954023
"22966" 11 16350000 16359999 0.221553659
"22967" 11 16360000 16369999 0.204997076
"22968" 11 16370000 16379999 0.272768805
"22969" 11 16380000 16389999 0.243129357
"22970" 11 16390000 16399999 0.265530331
"22971" 11 16400000 16409999 0.275430325
"22972" 11 16410000 16419999 0.260353847
"22973" 11 16420000 16429999 0.252332544
"22974" 11 16430000 16439999 0.27269725
"22975" 11 16440000 16449999 0.306759628
"22976" 11 16450000 16459999 0.254259803
"22977" 11 16460000 16469999 0.237978845
"22978" 11 16470000 16479999 0.232917313
"22979" 11 16480000 16489999 0.262521057
"22980" 11 16490000 16499999 0.265330766
"22981" 11 16500000 16509999 0.228139316
"22982" 11 16510000 16519999 0.228770017
"22983" 11 16520000 16529999 0.210771792
"22984" 11 16530000 16539999 0.193227018
"22985" 11 16540000 16549999 0.217404981
"22986" 11 16550000 16559999 0.338986034
"22987" 11 16560000 16569999 0.275103327
"22988" 11 16570000 16579999 NA
"22989" 11 16580000 16589999 NA
"22990" 11 16590000 16599999 0.231546917
"22991" 11 16600000 16609999 0.261846221
"22992" 11 16610000 16619999 0.282656771
"22993" 11 16620000 16629999 0.476095916
"22994" 11 16630000 16639999 0.33641957
"22995" 11 16640000 16649999 0.212661228
"22996" 11 16650000 16659999 0.261137465
"22997" 11 16660000 16669999 0.284048114
"22998" 11 16670000 16679999 0.301105011
"22999" 11 16680000 16689999 0.296172128
"23000" 12 0 9999 0.228990115
"23001" 12 10000 19999 0.294160975
"23002" 12 20000 29999 0.280332508
"23003" 12 30000 39999 0.218909732
"23004" 12 40000 49999 0.251204525
"23005" 12 50000 59999 0.237779159
"23006" 12 60000 69999 0.221269333
"23007" 12 70000 79999 0.220963751
"23008" 12 80000 89999 0.235798515
"23009" 12 90000 99999 0.271057576
"23010" 12 1e+05 109999 0.344378157
"23011" 12 110000 119999 0.326808857
"23012" 12 120000 129999 0.267858259
"23013" 12 130000 139999 0.263622057
"23014" 12 140000 149999 0.235109019
"23015" 12 150000 159999 0.243065465
"23016" 12 160000 169999 0.222408117
"23017" 12 170000 179999 0.235248408
"23018" 12 180000 189999 0.296928532
"23019" 12 190000 199999 0.303748596
"23020" 12 2e+05 209999 0.295545706
"23021" 12 210000 219999 0.256941883
"23022" 12 220000 229999 0.25148096
"23023" 12 230000 239999 0.219962255
"23024" 12 240000 249999 0.295598409
"23025" 12 250000 259999 0.258076479
"23026" 12 260000 269999 0.256774158
"23027" 12 270000 279999 0.237314846
"23028" 12 280000 289999 0.237586613
"23029" 12 290000 299999 0.288938596
