"lg" "pos1" "pos2" "ka"
19 11180868 11191250 0.0147
19 11314522 11321227 0.0107
19 11357214 11372283 0
19 11394729 11472962 0.0081
19 11517961 11572275 0.0302
19 11737187 11741282 0
19 11757945 11763783 0.0104
19 11945509 11955675 0.0158
19 12097592 12103187 0.006
19 12127399 12137182 0.2959
19 12408710 12416287 0.0285
19 13227769 13239445 0.0062
19 13263289 13269974 0.0071
19 13287163 13291582 0.0341
19 13757826 13762731 0.0304
19 13764439 13771397 0.013
19 14054023 14076705 0.0126
19 15000177 15007782 0.0056
19 15047037 15049709 0.0615
19 15110439 15111429 0.1085
19 15111528 15129934 0.0794
19 15111528 15129934 0.1103
19 15117393 15127008 0.1897
19 15132156 15141744 0.0282
19 15155801 15161691 0
19 15712132 15718077 0.0322
19 15723556 15727395 0.1246
19 15731482 15746320 0.0599
19 15731482 15746320 0.0652
19 16652222 16655887 0.0532
19 16666627 16669474 0.0228
19 16678191 16695164 0.033
19 17528553 17534230 0.0184
19 17783540 17802972 0.2455
19 17834900 17838111 0.0166
19 18634336 18638892 0.0589
19 18829581 18834592 0.0146
19 19516813 19526482 0
19 19536249 19549862 0.0198
19 19552799 19558281 0.0726
19 19825554 19898011 0
19 19940088 19949398 0.0628
19 19940088 19949398 0.0556
19 19982723 20002630 0.0142
19 20117286 20148868 0.0083
20 122265 126381 0.0398
20 419141 420760 0.0532
20 568369 573452 0.0589
20 629982 640598 0.0108
20 748110 750601 0.0269
20 754242 755023 0.0458
20 759236 760746 0.1222
20 762707 763550 0.0437
20 819864 824313 0.0248
20 1337880 1342818 0.002
20 1344206 1355167 0.0067
20 1344206 1355167 0.0082
20 1458490 1460558 0.0074
20 1816042 1845968 0.0106
20 2073452 2081405 0.0224
20 2166609 2198955 0
20 2199731 2204520 0.0045
20 2388119 2403978 0.0083
20 2553613 2579371 0.0041
20 2553613 2579371 0
20 2589138 2594554 0.017
20 2879791 2889333 0.0119
20 3265741 3273201 0.0102
20 3265741 3273201 0.03
20 3528046 3544218 0.0428
20 3852599 3874950 9e-04
20 3999224 4049483 0.0155
20 4979148 4984892 0.004
20 5115718 5118798 0.0145
20 5178644 5187010 0.021
20 5267357 5288282 0.0413
20 5362441 5375095 0.002
20 5566021 5567034 0.0062
20 5602022 5606254 0.0105
20 5602022 5606254 0.0092
20 5668131 5691885 0.1387
20 5696334 5703744 0.0044
20 5705002 5746913 0.0037
20 6912058 7072757 0.0045
20 7879606 7881037 0.1315
20 7885799 7891148 0.0513
20 8131363 8132271 0.0581
20 8145747 8158974 0.0029
20 8295078 8298941 0.011
20 8915611 8916936 0.0347
20 8918291 8920012 0.0281
20 8962606 8987449 0.0234
20 9202774 9208102 0
20 9276661 9289490 0.093
20 9297024 9303386 0.0017
20 9574479 9579171 0.0454
20 9627694 9632504 0.0331
20 9701652 9707437 0
20 9814090 9816826 0.0016
20 9839418 9844087 0.0364
20 9887313 9892535 0
20 9997333 10003135 NA
20 10080770 10083701 0.2636
20 10261386 10266895 0.0545
20 10285002 10288820 0.0106
20 10543951 10546944 0.0051
20 10623780 10631946 0.0623
20 10651895 10660367 0.0219
20 10845416 10853328 0.0445
20 10864560 10876110 0.0134
20 11079417 11090132 0.0182
20 11262761 11265310 0.0181
20 11267261 11268450 0.0853
20 11268489 11284958 0.0052
20 11327480 11338816 0.08
20 11384921 11393263 0.0091
20 11436663 11443266 0.0224
20 11492506 11500941 0
20 11516936 11525446 0
20 11526901 11530777 0.027
20 11581081 11589204 0.0032
20 11592251 11605712 0.0072
20 11607545 11615807 0.0087
20 11607545 11615807 0.0176
20 11617676 11621478 0.0062
20 11641197 11645956 0.0375
20 11706006 11715744 0.0617
20 11722590 11726280 0.0037
20 11781413 11785564 0.0101
20 11928573 11932004 0.0051
20 11932237 11936397 0.087
20 12120567 12123079 0
20 12298843 12326454 0.031
20 12327779 12330195 0.009
20 12353295 12370630 0.0146
20 12353295 12370630 0
20 12398370 12403235 0.0121
20 12418040 12420081 0
20 12418040 12420081 0
20 12514612 12517550 0.0159
20 12578998 12584703 0.0224
20 12620832 12630510 0.0174
20 12620832 12630510 0.0104
20 12669788 12677898 0.0427
20 12903114 12907157 0.0103
20 12920832 12923373 0.0218
20 13363769 13368689 0.1362
20 13626490 13629746 0.0152
20 14449322 14453349 0.0868
20 14965103 14970216 0.0569
20 15507829 15514904 0
20 15623294 15634613 0.0182
20 15642253 15646939 0.0083
20 15976804 15980796 0.1738
20 16307882 16329130 0.0662
20 16926113 16927065 0.0155
20 16933533 16934003 0.0139
20 16944557 16951877 0.0026
20 17788444 17794023 0.033
20 18040170 18052073 0
20 18096960 18103666 0.0244
20 19015297 19023823 0.0799
21 795606 806190 0.5576
21 1887426 1894755 0.0384
21 1913768 1917133 0.0167
21 2060331 2061963 0.0039
21 2152810 2178889 0.0101
21 3074470 3082081 0
21 3093922 3100842 0.0052
21 3864931 3870038 0.0171
21 4578617 4586998 0.0134
21 4917563 4971561 0.0049
21 5563933 5565402 0.0682
21 5566443 5569736 0.0533
21 5653839 5689259 0.0152
21 5734019 5738065 0.0182
21 5734019 5738065 0.0184
21 5895782 5903328 0.0117
21 5980270 5988791 0.057
21 5998568 6008658 0.0034
21 6013666 6017677 0.0032
21 6175595 6182961 0.0218
21 6289750 6291376 0.0088
21 6579026 6642145 0.0132
21 6658948 6662180 0.0179
21 6903787 6909004 0.1455
21 7564026 7564669 0.0501
21 7589962 7592505 0.0102
21 7593074 7598419 0
21 7605441 7613959 0.0076
21 7637346 7667969 0.0015
21 7736424 7743329 0.0137
21 7897113 7908066 0.0543
21 7998529 8004383 0.0107
21 8263488 8269613 0.0384
21 8365368 8367504 0
21 8675482 8684814 0.0237
21 8684952 8697445 0.017
21 8925778 8930097 0.0083
21 9382886 9387516 0.0065
21 9461934 9465952 0.1501
21 9621052 9623783 0
21 10006211 10011276 0
21 10052192 10054687 0.1007
21 10089384 10096687 0.0176
21 10158030 10160349 0.0035
21 10348403 10354103 0.0119
21 10877380 10881590 0.0102
21 11006245 11014630 0.1076
21 11058258 11061418 0.0098
21 11402391 11413955 0
21 11494158 11496788 0
21 11688413 11693239 0.0782
