"lg","pos1","pos2","comparison","outlier","ecotype"
"15",11400000,11474999,"hohenlohe",NA,"marine.fresh"
"15",11475000,11549999,"hohenlohe",NA,"marine.fresh"
"15",11550000,11624999,"hohenlohe","FALSE","marine.fresh"
"15",11625000,11699999,"hohenlohe","FALSE","marine.fresh"
"15",11700000,11774999,"hohenlohe","FALSE","marine.fresh"
"15",11775000,11849999,"hohenlohe","FALSE","marine.fresh"
"15",11850000,11924999,"hohenlohe","FALSE","marine.fresh"
"15",11925000,11999999,"hohenlohe","FALSE","marine.fresh"
"15",1.2e+07,12074999,"hohenlohe","FALSE","marine.fresh"
"15",12075000,12149999,"hohenlohe",NA,"marine.fresh"
"15",12150000,12224999,"hohenlohe","FALSE","marine.fresh"
"15",12225000,12299999,"hohenlohe","FALSE","marine.fresh"
"15",12300000,12374999,"hohenlohe",NA,"marine.fresh"
"15",12375000,12449999,"hohenlohe",NA,"marine.fresh"
"15",12450000,12524999,"hohenlohe","FALSE","marine.fresh"
"15",12525000,12599999,"hohenlohe","FALSE","marine.fresh"
"15",12600000,12674999,"hohenlohe",NA,"marine.fresh"
"15",12675000,12749999,"hohenlohe",NA,"marine.fresh"
"15",12750000,12824999,"hohenlohe",NA,"marine.fresh"
"15",12825000,12899999,"hohenlohe",NA,"marine.fresh"
"15",12900000,12974999,"hohenlohe","FALSE","marine.fresh"
"15",12975000,13049999,"hohenlohe","FALSE","marine.fresh"
"15",13050000,13124999,"hohenlohe","FALSE","marine.fresh"
"15",13125000,13199999,"hohenlohe",NA,"marine.fresh"
"15",13200000,13274999,"hohenlohe",NA,"marine.fresh"
"15",13275000,13349999,"hohenlohe","FALSE","marine.fresh"
"15",13350000,13424999,"hohenlohe",NA,"marine.fresh"
"15",13425000,13499999,"hohenlohe",NA,"marine.fresh"
"15",13500000,13574999,"hohenlohe",NA,"marine.fresh"
"15",13575000,13649999,"hohenlohe","FALSE","marine.fresh"
"15",13650000,13724999,"hohenlohe",NA,"marine.fresh"
"15",13725000,13799999,"hohenlohe",NA,"marine.fresh"
"15",13800000,13874999,"hohenlohe",NA,"marine.fresh"
"15",13875000,13949999,"hohenlohe",NA,"marine.fresh"
"15",13950000,14024999,"hohenlohe",NA,"marine.fresh"
"15",14025000,14099999,"hohenlohe","FALSE","marine.fresh"
"15",14100000,14174999,"hohenlohe",NA,"marine.fresh"
"15",14175000,14249999,"hohenlohe",NA,"marine.fresh"
"15",14250000,14324999,"hohenlohe",NA,"marine.fresh"
"15",14325000,14399999,"hohenlohe",NA,"marine.fresh"
"15",14400000,14474999,"hohenlohe","FALSE","marine.fresh"
"15",14475000,14549999,"hohenlohe",NA,"marine.fresh"
"15",14550000,14624999,"hohenlohe","FALSE","marine.fresh"
"15",14625000,14699999,"hohenlohe","FALSE","marine.fresh"
"15",14700000,14774999,"hohenlohe","FALSE","marine.fresh"
"15",14775000,14849999,"hohenlohe",NA,"marine.fresh"
"15",14850000,14924999,"hohenlohe",NA,"marine.fresh"
"15",14925000,14999999,"hohenlohe",NA,"marine.fresh"
"15",1.5e+07,15074999,"hohenlohe",NA,"marine.fresh"
"15",15075000,15149999,"hohenlohe","FALSE","marine.fresh"
"15",15150000,15224999,"hohenlohe",NA,"marine.fresh"
"15",15225000,15299999,"hohenlohe",NA,"marine.fresh"
"15",15300000,15374999,"hohenlohe",NA,"marine.fresh"
"15",15375000,15449999,"hohenlohe",NA,"marine.fresh"
"15",15450000,15524999,"hohenlohe","FALSE","marine.fresh"
"15",15525000,15599999,"hohenlohe","FALSE","marine.fresh"
"15",15600000,15674999,"hohenlohe","FALSE","marine.fresh"
"15",15675000,15749999,"hohenlohe","FALSE","marine.fresh"
"15",15750000,15824999,"hohenlohe","FALSE","marine.fresh"
"15",15825000,15899999,"hohenlohe",NA,"marine.fresh"
"15",15900000,15974999,"hohenlohe","FALSE","marine.fresh"
"15",15975000,16049999,"hohenlohe","FALSE","marine.fresh"
"15",16050000,16124999,"hohenlohe","FALSE","marine.fresh"
"15",16125000,16199999,"hohenlohe","FALSE","marine.fresh"
"16",1,74999,"hohenlohe",NA,"marine.fresh"
"16",75000,149999,"hohenlohe","FALSE","marine.fresh"
"16",150000,224999,"hohenlohe",NA,"marine.fresh"
"16",225000,299999,"hohenlohe",NA,"marine.fresh"
"16",3e+05,374999,"hohenlohe",NA,"marine.fresh"
"16",375000,449999,"hohenlohe","FALSE","marine.fresh"
"16",450000,524999,"hohenlohe","FALSE","marine.fresh"
"16",525000,599999,"hohenlohe","FALSE","marine.fresh"
"16",6e+05,674999,"hohenlohe","FALSE","marine.fresh"
"16",675000,749999,"hohenlohe",NA,"marine.fresh"
"16",750000,824999,"hohenlohe",NA,"marine.fresh"
"16",825000,899999,"hohenlohe",NA,"marine.fresh"
"16",9e+05,974999,"hohenlohe",NA,"marine.fresh"
"16",975000,1049999,"hohenlohe","FALSE","marine.fresh"
"16",1050000,1124999,"hohenlohe","FALSE","marine.fresh"
"16",1125000,1199999,"hohenlohe","FALSE","marine.fresh"
"16",1200000,1274999,"hohenlohe","FALSE","marine.fresh"
"16",1275000,1349999,"hohenlohe",NA,"marine.fresh"
"16",1350000,1424999,"hohenlohe",NA,"marine.fresh"
"16",1425000,1499999,"hohenlohe",NA,"marine.fresh"
"16",1500000,1574999,"hohenlohe","FALSE","marine.fresh"
"16",1575000,1649999,"hohenlohe","FALSE","marine.fresh"
"16",1650000,1724999,"hohenlohe","FALSE","marine.fresh"
"16",1725000,1799999,"hohenlohe","FALSE","marine.fresh"
"16",1800000,1874999,"hohenlohe","FALSE","marine.fresh"
"16",1875000,1949999,"hohenlohe","FALSE","marine.fresh"
"16",1950000,2024999,"hohenlohe","FALSE","marine.fresh"
"16",2025000,2099999,"hohenlohe",NA,"marine.fresh"
"16",2100000,2174999,"hohenlohe","FALSE","marine.fresh"
"16",2175000,2249999,"hohenlohe","FALSE","marine.fresh"
"16",2250000,2324999,"hohenlohe","FALSE","marine.fresh"
"16",2325000,2399999,"hohenlohe",NA,"marine.fresh"
"16",2400000,2474999,"hohenlohe","FALSE","marine.fresh"
"16",2475000,2549999,"hohenlohe","FALSE","marine.fresh"
"16",2550000,2624999,"hohenlohe","FALSE","marine.fresh"
"16",2625000,2699999,"hohenlohe","FALSE","marine.fresh"
"16",2700000,2774999,"hohenlohe","FALSE","marine.fresh"
"16",2775000,2849999,"hohenlohe","FALSE","marine.fresh"
"16",2850000,2924999,"hohenlohe",NA,"marine.fresh"
"16",2925000,2999999,"hohenlohe",NA,"marine.fresh"
"16",3e+06,3074999,"hohenlohe","FALSE","marine.fresh"
"16",3075000,3149999,"hohenlohe","FALSE","marine.fresh"
"16",3150000,3224999,"hohenlohe",NA,"marine.fresh"
"16",3225000,3299999,"hohenlohe","FALSE","marine.fresh"
"16",3300000,3374999,"hohenlohe","FALSE","marine.fresh"
"16",3375000,3449999,"hohenlohe","FALSE","marine.fresh"
"16",3450000,3524999,"hohenlohe","FALSE","marine.fresh"
"16",3525000,3599999,"hohenlohe","FALSE","marine.fresh"
"16",3600000,3674999,"hohenlohe","FALSE","marine.fresh"
"16",3675000,3749999,"hohenlohe",NA,"marine.fresh"
"16",3750000,3824999,"hohenlohe","FALSE","marine.fresh"
"16",3825000,3899999,"hohenlohe",NA,"marine.fresh"
"16",3900000,3974999,"hohenlohe",NA,"marine.fresh"
"16",3975000,4049999,"hohenlohe","FALSE","marine.fresh"
"16",4050000,4124999,"hohenlohe",NA,"marine.fresh"
"16",4125000,4199999,"hohenlohe","FALSE","marine.fresh"
"16",4200000,4274999,"hohenlohe",NA,"marine.fresh"
"16",4275000,4349999,"hohenlohe",NA,"marine.fresh"
"16",4350000,4424999,"hohenlohe",NA,"marine.fresh"
"16",4425000,4499999,"hohenlohe",NA,"marine.fresh"
"16",4500000,4574999,"hohenlohe",NA,"marine.fresh"
"16",4575000,4649999,"hohenlohe","FALSE","marine.fresh"
"16",4650000,4724999,"hohenlohe",NA,"marine.fresh"
"16",4725000,4799999,"hohenlohe","FALSE","marine.fresh"
"16",4800000,4874999,"hohenlohe",NA,"marine.fresh"
"16",4875000,4949999,"hohenlohe",NA,"marine.fresh"
"16",4950000,5024999,"hohenlohe","FALSE","marine.fresh"
"16",5025000,5099999,"hohenlohe",NA,"marine.fresh"
"16",5100000,5174999,"hohenlohe","FALSE","marine.fresh"
"16",5175000,5249999,"hohenlohe",NA,"marine.fresh"
"16",5250000,5324999,"hohenlohe",NA,"marine.fresh"
"16",5325000,5399999,"hohenlohe",NA,"marine.fresh"
"16",5400000,5474999,"hohenlohe",NA,"marine.fresh"
"16",5475000,5549999,"hohenlohe","FALSE","marine.fresh"
"16",5550000,5624999,"hohenlohe","FALSE","marine.fresh"
"16",5625000,5699999,"hohenlohe","FALSE","marine.fresh"
"16",5700000,5774999,"hohenlohe","FALSE","marine.fresh"
"16",5775000,5849999,"hohenlohe","FALSE","marine.fresh"
"16",5850000,5924999,"hohenlohe",NA,"marine.fresh"
"16",5925000,5999999,"hohenlohe",NA,"marine.fresh"
"16",6e+06,6074999,"hohenlohe","FALSE","marine.fresh"
"16",6075000,6149999,"hohenlohe",NA,"marine.fresh"
"16",6150000,6224999,"hohenlohe",NA,"marine.fresh"
"16",6225000,6299999,"hohenlohe","FALSE","marine.fresh"
"16",6300000,6374999,"hohenlohe","FALSE","marine.fresh"
"16",6375000,6449999,"hohenlohe",NA,"marine.fresh"
"16",6450000,6524999,"hohenlohe","FALSE","marine.fresh"
"16",6525000,6599999,"hohenlohe","FALSE","marine.fresh"
"16",6600000,6674999,"hohenlohe",NA,"marine.fresh"
"16",6675000,6749999,"hohenlohe","FALSE","marine.fresh"
"16",6750000,6824999,"hohenlohe","FALSE","marine.fresh"
"16",6825000,6899999,"hohenlohe",NA,"marine.fresh"
"16",6900000,6974999,"hohenlohe",NA,"marine.fresh"
"16",6975000,7049999,"hohenlohe","FALSE","marine.fresh"
"16",7050000,7124999,"hohenlohe",NA,"marine.fresh"
"16",7125000,7199999,"hohenlohe","FALSE","marine.fresh"
"16",7200000,7274999,"hohenlohe","FALSE","marine.fresh"
"16",7275000,7349999,"hohenlohe","FALSE","marine.fresh"
"16",7350000,7424999,"hohenlohe","FALSE","marine.fresh"
"16",7425000,7499999,"hohenlohe","FALSE","marine.fresh"
"16",7500000,7574999,"hohenlohe","FALSE","marine.fresh"
"16",7575000,7649999,"hohenlohe",NA,"marine.fresh"
"16",7650000,7724999,"hohenlohe","FALSE","marine.fresh"
"16",7725000,7799999,"hohenlohe",NA,"marine.fresh"
"16",7800000,7874999,"hohenlohe",NA,"marine.fresh"
"16",7875000,7949999,"hohenlohe","FALSE","marine.fresh"
"16",7950000,8024999,"hohenlohe","FALSE","marine.fresh"
"16",8025000,8099999,"hohenlohe","FALSE","marine.fresh"
"16",8100000,8174999,"hohenlohe",NA,"marine.fresh"
"16",8175000,8249999,"hohenlohe","FALSE","marine.fresh"
"16",8250000,8324999,"hohenlohe",NA,"marine.fresh"
"16",8325000,8399999,"hohenlohe",NA,"marine.fresh"
"16",8400000,8474999,"hohenlohe","FALSE","marine.fresh"
"16",8475000,8549999,"hohenlohe","FALSE","marine.fresh"
"16",8550000,8624999,"hohenlohe",NA,"marine.fresh"
"16",8625000,8699999,"hohenlohe","FALSE","marine.fresh"
"16",8700000,8774999,"hohenlohe","FALSE","marine.fresh"
"16",8775000,8849999,"hohenlohe","FALSE","marine.fresh"
"16",8850000,8924999,"hohenlohe","FALSE","marine.fresh"
"16",8925000,8999999,"hohenlohe","FALSE","marine.fresh"
"16",9e+06,9074999,"hohenlohe","FALSE","marine.fresh"
"16",9075000,9149999,"hohenlohe",NA,"marine.fresh"
"16",9150000,9224999,"hohenlohe",NA,"marine.fresh"
"16",9225000,9299999,"hohenlohe",NA,"marine.fresh"
"16",9300000,9374999,"hohenlohe","FALSE","marine.fresh"
"16",9375000,9449999,"hohenlohe",NA,"marine.fresh"
"16",9450000,9524999,"hohenlohe","FALSE","marine.fresh"
"16",9525000,9599999,"hohenlohe",NA,"marine.fresh"
"16",9600000,9674999,"hohenlohe","FALSE","marine.fresh"
"16",9675000,9749999,"hohenlohe",NA,"marine.fresh"
"16",9750000,9824999,"hohenlohe","FALSE","marine.fresh"
"16",9825000,9899999,"hohenlohe",NA,"marine.fresh"
"16",9900000,9974999,"hohenlohe",NA,"marine.fresh"
"16",9975000,10049999,"hohenlohe",NA,"marine.fresh"
"16",10050000,10124999,"hohenlohe","FALSE","marine.fresh"
"16",10125000,10199999,"hohenlohe",NA,"marine.fresh"
"16",10200000,10274999,"hohenlohe",NA,"marine.fresh"
"16",10275000,10349999,"hohenlohe",NA,"marine.fresh"
"16",10350000,10424999,"hohenlohe","FALSE","marine.fresh"
"16",10425000,10499999,"hohenlohe",NA,"marine.fresh"
"16",10500000,10574999,"hohenlohe",NA,"marine.fresh"
"16",10575000,10649999,"hohenlohe","FALSE","marine.fresh"
"16",10650000,10724999,"hohenlohe",NA,"marine.fresh"
"16",10725000,10799999,"hohenlohe",NA,"marine.fresh"
"16",10800000,10874999,"hohenlohe","FALSE","marine.fresh"
"16",10875000,10949999,"hohenlohe",NA,"marine.fresh"
"16",10950000,11024999,"hohenlohe","FALSE","marine.fresh"
"16",11025000,11099999,"hohenlohe","FALSE","marine.fresh"
"16",11100000,11174999,"hohenlohe","FALSE","marine.fresh"
"16",11175000,11249999,"hohenlohe","FALSE","marine.fresh"
"16",11250000,11324999,"hohenlohe",NA,"marine.fresh"
"16",11325000,11399999,"hohenlohe",NA,"marine.fresh"
"16",11400000,11474999,"hohenlohe","FALSE","marine.fresh"
"16",11475000,11549999,"hohenlohe",NA,"marine.fresh"
"16",11550000,11624999,"hohenlohe",NA,"marine.fresh"
"16",11625000,11699999,"hohenlohe","FALSE","marine.fresh"
"16",11700000,11774999,"hohenlohe",NA,"marine.fresh"
"16",11775000,11849999,"hohenlohe",NA,"marine.fresh"
"16",11850000,11924999,"hohenlohe",NA,"marine.fresh"
"16",11925000,11999999,"hohenlohe","FALSE","marine.fresh"
"16",1.2e+07,12074999,"hohenlohe","FALSE","marine.fresh"
"16",12075000,12149999,"hohenlohe",NA,"marine.fresh"
"16",12150000,12224999,"hohenlohe","FALSE","marine.fresh"
"16",12225000,12299999,"hohenlohe","FALSE","marine.fresh"
"16",12300000,12374999,"hohenlohe",NA,"marine.fresh"
"16",12375000,12449999,"hohenlohe",NA,"marine.fresh"
"16",12450000,12524999,"hohenlohe",NA,"marine.fresh"
"16",12525000,12599999,"hohenlohe",NA,"marine.fresh"
"16",12600000,12674999,"hohenlohe","FALSE","marine.fresh"
"16",12675000,12749999,"hohenlohe",NA,"marine.fresh"
"16",12750000,12824999,"hohenlohe",NA,"marine.fresh"
"16",12825000,12899999,"hohenlohe","FALSE","marine.fresh"
"16",12900000,12974999,"hohenlohe",NA,"marine.fresh"
"16",12975000,13049999,"hohenlohe","FALSE","marine.fresh"
"16",13050000,13124999,"hohenlohe","FALSE","marine.fresh"
"16",13125000,13199999,"hohenlohe","FALSE","marine.fresh"
"16",13200000,13274999,"hohenlohe","FALSE","marine.fresh"
"16",13275000,13349999,"hohenlohe",NA,"marine.fresh"
"16",13350000,13424999,"hohenlohe",NA,"marine.fresh"
"16",13425000,13499999,"hohenlohe",NA,"marine.fresh"
"16",13500000,13574999,"hohenlohe",NA,"marine.fresh"
"16",13575000,13649999,"hohenlohe","FALSE","marine.fresh"
"16",13650000,13724999,"hohenlohe","FALSE","marine.fresh"
"16",13725000,13799999,"hohenlohe",NA,"marine.fresh"
"16",13800000,13874999,"hohenlohe",NA,"marine.fresh"
"16",13875000,13949999,"hohenlohe","FALSE","marine.fresh"
"16",13950000,14024999,"hohenlohe","FALSE","marine.fresh"
"16",14025000,14099999,"hohenlohe",NA,"marine.fresh"
"16",14100000,14174999,"hohenlohe",NA,"marine.fresh"
"16",14175000,14249999,"hohenlohe","FALSE","marine.fresh"
"16",14250000,14324999,"hohenlohe",NA,"marine.fresh"
"16",14325000,14399999,"hohenlohe","FALSE","marine.fresh"
"16",14400000,14474999,"hohenlohe",NA,"marine.fresh"
"16",14475000,14549999,"hohenlohe",NA,"marine.fresh"
"16",14550000,14624999,"hohenlohe",NA,"marine.fresh"
"16",14625000,14699999,"hohenlohe","FALSE","marine.fresh"
"16",14700000,14774999,"hohenlohe",NA,"marine.fresh"
"16",14775000,14849999,"hohenlohe","FALSE","marine.fresh"
"16",14850000,14924999,"hohenlohe","FALSE","marine.fresh"
"16",14925000,14999999,"hohenlohe","FALSE","marine.fresh"
"16",1.5e+07,15074999,"hohenlohe","FALSE","marine.fresh"
"16",15075000,15149999,"hohenlohe",NA,"marine.fresh"
"16",15150000,15224999,"hohenlohe",NA,"marine.fresh"
"16",15225000,15299999,"hohenlohe","FALSE","marine.fresh"
"16",15300000,15374999,"hohenlohe","FALSE","marine.fresh"
"16",15375000,15449999,"hohenlohe",NA,"marine.fresh"
"16",15450000,15524999,"hohenlohe",NA,"marine.fresh"
"16",15525000,15599999,"hohenlohe",NA,"marine.fresh"
"16",15600000,15674999,"hohenlohe",NA,"marine.fresh"
"16",15675000,15749999,"hohenlohe",NA,"marine.fresh"
"16",15750000,15824999,"hohenlohe",NA,"marine.fresh"
"16",15825000,15899999,"hohenlohe","FALSE","marine.fresh"
"16",15900000,15974999,"hohenlohe","FALSE","marine.fresh"
"16",15975000,16049999,"hohenlohe","FALSE","marine.fresh"
"16",16050000,16124999,"hohenlohe","FALSE","marine.fresh"
"16",16125000,16199999,"hohenlohe","FALSE","marine.fresh"
"16",16200000,16274999,"hohenlohe","FALSE","marine.fresh"
"16",16275000,16349999,"hohenlohe","FALSE","marine.fresh"
"16",16350000,16424999,"hohenlohe",NA,"marine.fresh"
"16",16425000,16499999,"hohenlohe","FALSE","marine.fresh"
"16",16500000,16574999,"hohenlohe","FALSE","marine.fresh"
"16",16575000,16649999,"hohenlohe","FALSE","marine.fresh"
"16",16650000,16724999,"hohenlohe","FALSE","marine.fresh"
"16",16725000,16799999,"hohenlohe"," TRUE","marine.fresh"
"16",16800000,16874999,"hohenlohe"," TRUE","marine.fresh"
"16",16875000,16949999,"hohenlohe","FALSE","marine.fresh"
"16",16950000,17024999,"hohenlohe","FALSE","marine.fresh"
"16",17025000,17099999,"hohenlohe",NA,"marine.fresh"
"16",17100000,17174999,"hohenlohe","FALSE","marine.fresh"
"16",17175000,17249999,"hohenlohe","FALSE","marine.fresh"
"16",17250000,17324999,"hohenlohe","FALSE","marine.fresh"
"16",17325000,17399999,"hohenlohe","FALSE","marine.fresh"
"16",17400000,17474999,"hohenlohe","FALSE","marine.fresh"
"16",17475000,17549999,"hohenlohe","FALSE","marine.fresh"
"16",17550000,17624999,"hohenlohe","FALSE","marine.fresh"
"16",17625000,17699999,"hohenlohe","FALSE","marine.fresh"
"16",17700000,17774999,"hohenlohe","FALSE","marine.fresh"
"16",17775000,17849999,"hohenlohe","FALSE","marine.fresh"
"16",17850000,17924999,"hohenlohe",NA,"marine.fresh"
"16",17925000,17999999,"hohenlohe","FALSE","marine.fresh"
"16",1.8e+07,18074999,"hohenlohe",NA,"marine.fresh"
"16",18075000,18149999,"hohenlohe","FALSE","marine.fresh"
"17",1,74999,"hohenlohe","FALSE","marine.fresh"
"17",75000,149999,"hohenlohe","FALSE","marine.fresh"
"17",150000,224999,"hohenlohe","FALSE","marine.fresh"
"17",225000,299999,"hohenlohe","FALSE","marine.fresh"
"17",3e+05,374999,"hohenlohe","FALSE","marine.fresh"
"17",375000,449999,"hohenlohe","FALSE","marine.fresh"
"17",450000,524999,"hohenlohe","FALSE","marine.fresh"
"17",525000,599999,"hohenlohe","FALSE","marine.fresh"
"17",6e+05,674999,"hohenlohe","FALSE","marine.fresh"
"17",675000,749999,"hohenlohe","FALSE","marine.fresh"
"17",750000,824999,"hohenlohe","FALSE","marine.fresh"
"17",825000,899999,"hohenlohe","FALSE","marine.fresh"
"17",9e+05,974999,"hohenlohe",NA,"marine.fresh"
"17",975000,1049999,"hohenlohe","FALSE","marine.fresh"
"17",1050000,1124999,"hohenlohe","FALSE","marine.fresh"
"17",1125000,1199999,"hohenlohe","FALSE","marine.fresh"
"17",1200000,1274999,"hohenlohe","FALSE","marine.fresh"
"17",1275000,1349999,"hohenlohe","FALSE","marine.fresh"
"17",1350000,1424999,"hohenlohe","FALSE","marine.fresh"
"17",1425000,1499999,"hohenlohe","FALSE","marine.fresh"
"17",1500000,1574999,"hohenlohe","FALSE","marine.fresh"
"17",1575000,1649999,"hohenlohe","FALSE","marine.fresh"
"17",1650000,1724999,"hohenlohe","FALSE","marine.fresh"
"17",1725000,1799999,"hohenlohe","FALSE","marine.fresh"
"17",1800000,1874999,"hohenlohe","FALSE","marine.fresh"
"17",1875000,1949999,"hohenlohe","FALSE","marine.fresh"
"17",1950000,2024999,"hohenlohe","FALSE","marine.fresh"
"17",2025000,2099999,"hohenlohe","FALSE","marine.fresh"
"17",2100000,2174999,"hohenlohe",NA,"marine.fresh"
"17",2175000,2249999,"hohenlohe","FALSE","marine.fresh"
"17",2250000,2324999,"hohenlohe","FALSE","marine.fresh"
"17",2325000,2399999,"hohenlohe","FALSE","marine.fresh"
"17",2400000,2474999,"hohenlohe","FALSE","marine.fresh"
"17",2475000,2549999,"hohenlohe","FALSE","marine.fresh"
"17",2550000,2624999,"hohenlohe","FALSE","marine.fresh"
"17",2625000,2699999,"hohenlohe","FALSE","marine.fresh"
"17",2700000,2774999,"hohenlohe","FALSE","marine.fresh"
"17",2775000,2849999,"hohenlohe","FALSE","marine.fresh"
"17",2850000,2924999,"hohenlohe","FALSE","marine.fresh"
"17",2925000,2999999,"hohenlohe","FALSE","marine.fresh"
"17",3e+06,3074999,"hohenlohe","FALSE","marine.fresh"
"17",3075000,3149999,"hohenlohe","FALSE","marine.fresh"
"17",3150000,3224999,"hohenlohe","FALSE","marine.fresh"
"17",3225000,3299999,"hohenlohe",NA,"marine.fresh"
"17",3300000,3374999,"hohenlohe",NA,"marine.fresh"
"17",3375000,3449999,"hohenlohe","FALSE","marine.fresh"
"17",3450000,3524999,"hohenlohe","FALSE","marine.fresh"
"17",3525000,3599999,"hohenlohe",NA,"marine.fresh"
"17",3600000,3674999,"hohenlohe",NA,"marine.fresh"
"17",3675000,3749999,"hohenlohe","FALSE","marine.fresh"
"17",3750000,3824999,"hohenlohe","FALSE","marine.fresh"
"17",3825000,3899999,"hohenlohe","FALSE","marine.fresh"
"17",3900000,3974999,"hohenlohe",NA,"marine.fresh"
"17",3975000,4049999,"hohenlohe","FALSE","marine.fresh"
"17",4050000,4124999,"hohenlohe",NA,"marine.fresh"
"17",4125000,4199999,"hohenlohe","FALSE","marine.fresh"
"17",4200000,4274999,"hohenlohe","FALSE","marine.fresh"
"17",4275000,4349999,"hohenlohe",NA,"marine.fresh"
"17",4350000,4424999,"hohenlohe",NA,"marine.fresh"
"17",4425000,4499999,"hohenlohe","FALSE","marine.fresh"
"17",4500000,4574999,"hohenlohe",NA,"marine.fresh"
"17",4575000,4649999,"hohenlohe",NA,"marine.fresh"
"17",4650000,4724999,"hohenlohe","FALSE","marine.fresh"
"17",4725000,4799999,"hohenlohe",NA,"marine.fresh"
"17",4800000,4874999,"hohenlohe","FALSE","marine.fresh"
"17",4875000,4949999,"hohenlohe",NA,"marine.fresh"
"17",4950000,5024999,"hohenlohe",NA,"marine.fresh"
"17",5025000,5099999,"hohenlohe","FALSE","marine.fresh"
"17",5100000,5174999,"hohenlohe",NA,"marine.fresh"
"17",5175000,5249999,"hohenlohe",NA,"marine.fresh"
"17",5250000,5324999,"hohenlohe",NA,"marine.fresh"
"17",5325000,5399999,"hohenlohe","FALSE","marine.fresh"
"17",5400000,5474999,"hohenlohe","FALSE","marine.fresh"
"17",5475000,5549999,"hohenlohe","FALSE","marine.fresh"
"17",5550000,5624999,"hohenlohe",NA,"marine.fresh"
"17",5625000,5699999,"hohenlohe",NA,"marine.fresh"
"17",5700000,5774999,"hohenlohe",NA,"marine.fresh"
"17",5775000,5849999,"hohenlohe","FALSE","marine.fresh"
"17",5850000,5924999,"hohenlohe",NA,"marine.fresh"
"17",5925000,5999999,"hohenlohe",NA,"marine.fresh"
"17",6e+06,6074999,"hohenlohe",NA,"marine.fresh"
"17",6075000,6149999,"hohenlohe",NA,"marine.fresh"
"17",6150000,6224999,"hohenlohe","FALSE","marine.fresh"
"17",6225000,6299999,"hohenlohe",NA,"marine.fresh"
"17",6300000,6374999,"hohenlohe",NA,"marine.fresh"
"17",6375000,6449999,"hohenlohe",NA,"marine.fresh"
"17",6450000,6524999,"hohenlohe","FALSE","marine.fresh"
"17",6525000,6599999,"hohenlohe",NA,"marine.fresh"
"17",6600000,6674999,"hohenlohe",NA,"marine.fresh"
"17",6675000,6749999,"hohenlohe",NA,"marine.fresh"
"17",6750000,6824999,"hohenlohe",NA,"marine.fresh"
"17",6825000,6899999,"hohenlohe",NA,"marine.fresh"
"17",6900000,6974999,"hohenlohe",NA,"marine.fresh"
"17",6975000,7049999,"hohenlohe",NA,"marine.fresh"
"17",7050000,7124999,"hohenlohe",NA,"marine.fresh"
"17",7125000,7199999,"hohenlohe",NA,"marine.fresh"
"17",7200000,7274999,"hohenlohe",NA,"marine.fresh"
"17",7275000,7349999,"hohenlohe",NA,"marine.fresh"
"17",7350000,7424999,"hohenlohe","FALSE","marine.fresh"
"17",7425000,7499999,"hohenlohe",NA,"marine.fresh"
"17",7500000,7574999,"hohenlohe",NA,"marine.fresh"
"17",7575000,7649999,"hohenlohe",NA,"marine.fresh"
"17",7650000,7724999,"hohenlohe","FALSE","marine.fresh"
"17",7725000,7799999,"hohenlohe",NA,"marine.fresh"
"17",7800000,7874999,"hohenlohe","FALSE","marine.fresh"
"17",7875000,7949999,"hohenlohe",NA,"marine.fresh"
"17",7950000,8024999,"hohenlohe","FALSE","marine.fresh"
"17",8025000,8099999,"hohenlohe",NA,"marine.fresh"
"17",8100000,8174999,"hohenlohe",NA,"marine.fresh"
"17",8175000,8249999,"hohenlohe",NA,"marine.fresh"
"17",8250000,8324999,"hohenlohe",NA,"marine.fresh"
"17",8325000,8399999,"hohenlohe",NA,"marine.fresh"
"17",8400000,8474999,"hohenlohe","FALSE","marine.fresh"
"17",8475000,8549999,"hohenlohe","FALSE","marine.fresh"
"17",8550000,8624999,"hohenlohe",NA,"marine.fresh"
"17",8625000,8699999,"hohenlohe",NA,"marine.fresh"
"17",8700000,8774999,"hohenlohe",NA,"marine.fresh"
"17",8775000,8849999,"hohenlohe",NA,"marine.fresh"
"17",8850000,8924999,"hohenlohe",NA,"marine.fresh"
"17",8925000,8999999,"hohenlohe",NA,"marine.fresh"
"17",9e+06,9074999,"hohenlohe",NA,"marine.fresh"
"17",9075000,9149999,"hohenlohe",NA,"marine.fresh"
"17",9150000,9224999,"hohenlohe","FALSE","marine.fresh"
"17",9225000,9299999,"hohenlohe",NA,"marine.fresh"
"17",9300000,9374999,"hohenlohe",NA,"marine.fresh"
"17",9375000,9449999,"hohenlohe","FALSE","marine.fresh"
"17",9450000,9524999,"hohenlohe","FALSE","marine.fresh"
"17",9525000,9599999,"hohenlohe",NA,"marine.fresh"
"17",9600000,9674999,"hohenlohe","FALSE","marine.fresh"
"17",9675000,9749999,"hohenlohe","FALSE","marine.fresh"
"17",9750000,9824999,"hohenlohe",NA,"marine.fresh"
"17",9825000,9899999,"hohenlohe","FALSE","marine.fresh"
"17",9900000,9974999,"hohenlohe","FALSE","marine.fresh"
"17",9975000,10049999,"hohenlohe","FALSE","marine.fresh"
"17",10050000,10124999,"hohenlohe","FALSE","marine.fresh"
"17",10125000,10199999,"hohenlohe","FALSE","marine.fresh"
"17",10200000,10274999,"hohenlohe","FALSE","marine.fresh"
